tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.41346287727355957
1,8_2,si,0.4619452953338623
1,16_2,si,0.46563243865966797
1,8_1,no,0.40747737884521484
1,8_2,no,0.46248769760131836
1,16_2,no,0.4705955982208252
2,8_1,si,1.7122790813446045
2,8_2,si,1.916283130645752
2,16_2,si,1.9236729145050049
2,8_1,no,1.7137105464935303
2,8_2,no,1.9201993942260742
2,16_2,no,1.9296631813049316
3,8_1,si,3.8250856399536133
3,8_2,si,4.343317031860352
3,16_2,si,4.324638605117798
3,8_1,no,3.8465230464935303
3,8_2,no,4.300982236862183
3,16_2,no,4.365689992904663
4,8_1,si,6.862996339797974
4,8_2,si,7.688225507736206
4,16_2,si,7.657642602920532
4,8_1,no,6.849781036376953
4,8_2,no,7.702491760253906
4,16_2,no,7.727077484130859
