tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.40308690071105957
1,8_2,si,0.4538917541503906
1,16_2,si,0.45720863342285156
1,8_1,no,0.4039139747619629
1,8_2,no,0.45406389236450195
1,16_2,no,0.46155595779418945
2,8_1,si,1.6637780666351318
2,8_2,si,1.8555097579956055
2,16_2,si,1.8677527904510498
2,8_1,no,1.6679508686065674
2,8_2,no,1.8518846035003662
2,16_2,no,1.8971352577209473
3,8_1,si,3.8444457054138184
3,8_2,si,4.2745680809021
3,16_2,si,4.283613920211792
3,8_1,no,3.7866554260253906
3,8_2,no,4.298703670501709
3,16_2,no,4.290822505950928
4,8_1,si,6.7849671840667725
4,8_2,si,7.600222826004028
4,16_2,si,7.618419408798218
4,8_1,no,6.832536935806274
4,8_2,no,7.61618447303772
4,16_2,no,7.680316686630249
