tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.40003252029418945
1,8_2,si,0.45248937606811523
1,16_2,si,0.4547309875488281
1,8_1,no,0.40230417251586914
1,8_2,no,0.45213866233825684
1,16_2,no,0.4577789306640625
2,8_1,si,1.6607191562652588
2,8_2,si,1.8586623668670654
2,16_2,si,1.8785207271575928
2,8_1,no,1.6572003364562988
2,8_2,no,1.858363151550293
2,16_2,no,1.8816349506378174
3,8_1,si,3.808598756790161
3,8_2,si,4.238710641860962
3,16_2,si,4.298711061477661
3,8_1,no,3.8016395568847656
3,8_2,no,4.254776954650879
3,16_2,no,4.3088459968566895
4,8_1,si,6.828806638717651
4,8_2,si,7.5913426876068115
4,16_2,si,7.600799798965454
4,8_1,no,6.825989723205566
4,8_2,no,7.571836709976196
4,16_2,no,7.701843738555908
