tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.4095418453216553
1,8_2,si,0.45902061462402344
1,16_2,si,0.45879364013671875
1,8_1,no,0.40824127197265625
1,8_2,no,0.4560096263885498
1,16_2,no,0.46932005882263184
2,8_1,si,1.6850721836090088
2,8_2,si,1.8925304412841797
2,16_2,si,1.9005069732666016
2,8_1,no,1.7104766368865967
2,8_2,no,1.8902735710144043
2,16_2,no,1.9266810417175293
3,8_1,si,3.861660957336426
3,8_2,si,4.322173357009888
3,16_2,si,4.364596366882324
3,8_1,no,3.872180223464966
3,8_2,no,4.3351335525512695
3,16_2,no,4.407879829406738
4,8_1,si,6.965583086013794
4,8_2,si,7.740164518356323
4,16_2,si,7.767757892608643
4,8_1,no,6.892852306365967
4,8_2,no,7.770545959472656
4,16_2,no,7.826919078826904
