tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.40987277030944824
1,8_2,si,0.4599885940551758
1,16_2,si,0.46352195739746094
1,8_1,no,0.40825581550598145
1,8_2,no,0.4640965461730957
1,16_2,no,0.4647529125213623
2,8_1,si,1.6832289695739746
2,8_2,si,1.8910117149353027
2,16_2,si,1.901082992553711
2,8_1,no,1.7034883499145508
2,8_2,no,1.898418664932251
2,16_2,no,1.9137108325958252
3,8_1,si,3.8415157794952393
3,8_2,si,4.339141130447388
3,16_2,si,4.3371195793151855
3,8_1,no,3.87038516998291
3,8_2,no,4.337913274765015
3,16_2,no,4.377940654754639
4,8_1,si,6.934550762176514
4,8_2,si,7.723218202590942
4,16_2,si,7.762081623077393
4,8_1,no,6.941162824630737
4,8_2,no,7.73986554145813
4,16_2,no,7.806528806686401
