tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.40646886825561523
1,8_2,si,0.45411038398742676
1,16_2,si,0.45503711700439453
1,8_1,no,0.4027903079986572
1,8_2,no,0.45134806632995605
1,16_2,no,0.45850181579589844
2,8_1,si,1.6707558631896973
2,8_2,si,1.8708927631378174
2,16_2,si,1.8796577453613281
2,8_1,no,1.6766128540039062
2,8_2,no,1.8870458602905273
2,16_2,no,1.885965347290039
3,8_1,si,3.762399196624756
3,8_2,si,4.267229080200195
3,16_2,si,4.246967554092407
3,8_1,no,3.7691233158111572
3,8_2,no,4.234187364578247
3,16_2,no,4.255539655685425
4,8_1,si,6.813355207443237
4,8_2,si,7.640722990036011
4,16_2,si,7.655158042907715
4,8_1,no,6.802368879318237
4,8_2,no,7.6559531688690186
4,16_2,no,7.660057306289673
