tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.40147924423217773
1,8_2,si,0.45012569427490234
1,16_2,si,0.45369720458984375
1,8_1,no,0.40413570404052734
1,8_2,no,0.451704740524292
1,16_2,no,0.46013307571411133
2,8_1,si,1.6520116329193115
2,8_2,si,1.853055715560913
2,16_2,si,1.8730344772338867
2,8_1,no,1.6682260036468506
2,8_2,no,1.8687410354614258
2,16_2,no,1.8940048217773438
3,8_1,si,3.84881591796875
3,8_2,si,4.324070930480957
3,16_2,si,4.33024263381958
3,8_1,no,3.8584389686584473
3,8_2,no,4.294103145599365
3,16_2,no,4.2955944538116455
4,8_1,si,7.008407831192017
4,8_2,si,7.712903738021851
4,16_2,si,7.5944976806640625
4,8_1,no,6.823649883270264
4,8_2,no,7.604184865951538
4,16_2,no,7.656343221664429
