tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.4167301654815674
1,8_2,si,0.46857571601867676
1,16_2,si,0.47373247146606445
1,8_1,no,0.41187191009521484
1,8_2,no,0.46456336975097656
1,16_2,no,0.47211337089538574
2,8_1,si,1.7170522212982178
2,8_2,si,1.9393987655639648
2,16_2,si,1.9412925243377686
2,8_1,no,1.7210173606872559
2,8_2,no,1.8900694847106934
2,16_2,no,1.9321916103363037
3,8_1,si,3.8652398586273193
3,8_2,si,4.3380091190338135
3,16_2,si,4.351202964782715
3,8_1,no,3.860976219177246
3,8_2,no,4.358085632324219
3,16_2,no,4.3749778270721436
4,8_1,si,6.830509901046753
4,8_2,si,7.679713249206543
4,16_2,si,7.733810186386108
4,8_1,no,6.95729923248291
4,8_2,no,7.90601110458374
4,16_2,no,7.86033296585083
