tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.41025424003601074
1,8_2,si,0.4633512496948242
1,16_2,si,0.46744465827941895
1,8_1,no,0.4161527156829834
1,8_2,no,0.4637594223022461
1,16_2,no,0.4786810874938965
2,8_1,si,1.7803714275360107
2,8_2,si,1.9411420822143555
2,16_2,si,1.9052352905273438
2,8_1,no,1.695652723312378
2,8_2,no,1.9035868644714355
2,16_2,no,1.922041893005371
3,8_1,si,3.8310723304748535
3,8_2,si,4.335833787918091
3,16_2,si,4.322712421417236
3,8_1,no,3.8604319095611572
3,8_2,no,4.329820156097412
3,16_2,no,4.367449998855591
4,8_1,si,6.890333652496338
4,8_2,si,7.730424165725708
4,16_2,si,7.736692667007446
4,8_1,no,6.884509325027466
4,8_2,no,7.7090442180633545
4,16_2,no,7.773101568222046
