tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.41390228271484375
1,8_2,si,0.4648442268371582
1,16_2,si,0.47344446182250977
1,8_1,no,0.4100503921508789
1,8_2,no,0.466397762298584
1,16_2,no,0.46910953521728516
2,8_1,si,1.6757164001464844
2,8_2,si,1.8788113594055176
2,16_2,si,1.8868958950042725
2,8_1,no,1.674973726272583
2,8_2,no,1.865344762802124
2,16_2,no,1.893141746520996
3,8_1,si,3.7853169441223145
3,8_2,si,4.254972219467163
3,16_2,si,4.313156366348267
3,8_1,no,3.7925844192504883
3,8_2,no,4.23612904548645
3,16_2,no,4.278118133544922
4,8_1,si,6.831089973449707
4,8_2,si,7.773699045181274
4,16_2,si,7.645067453384399
4,8_1,no,6.894926071166992
4,8_2,no,7.721595764160156
4,16_2,no,7.746320724487305
