tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.4077773094177246
1,8_2,si,0.45937156677246094
1,16_2,si,0.45981931686401367
1,8_1,no,0.40939927101135254
1,8_2,no,0.455028772354126
1,16_2,no,0.4624307155609131
2,8_1,si,1.6690318584442139
2,8_2,si,1.869112491607666
2,16_2,si,1.883143663406372
2,8_1,no,1.6788668632507324
2,8_2,no,1.8761062622070312
2,16_2,no,1.8943250179290771
3,8_1,si,3.8769209384918213
3,8_2,si,4.349180459976196
3,16_2,si,4.37724757194519
3,8_1,no,3.876225233078003
3,8_2,no,4.334435939788818
3,16_2,no,4.372348070144653
4,8_1,si,6.898468494415283
4,8_2,si,7.722412109375
4,16_2,si,7.688619613647461
4,8_1,no,6.939697265625
4,8_2,no,7.769040107727051
4,16_2,no,7.722837924957275
