tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.40721678733825684
1,8_2,si,0.4538106918334961
1,16_2,si,0.4939553737640381
1,8_1,no,0.43225765228271484
1,8_2,no,0.46346116065979004
1,16_2,no,0.48187851905822754
2,8_1,si,1.6960947513580322
2,8_2,si,1.8708233833312988
2,16_2,si,1.875403642654419
2,8_1,no,1.6945652961730957
2,8_2,no,1.8676388263702393
2,16_2,no,1.8840763568878174
3,8_1,si,3.7849974632263184
3,8_2,si,4.251459121704102
3,16_2,si,4.2760889530181885
3,8_1,no,3.779951572418213
3,8_2,no,4.221475124359131
3,16_2,no,4.28776741027832
4,8_1,si,6.8509440422058105
4,8_2,si,7.821300268173218
4,16_2,si,7.722665309906006
4,8_1,no,6.844733238220215
4,8_2,no,7.83512806892395
4,16_2,no,7.743244409561157
