replica,tamanho,algoritmo,localidad,tiempo
31,2,16_2,si,1.8677527904510498
31,2,8_1,no,1.6679508686065674
31,2,8_2,no,1.8518846035003662
31,2,16_2,no,1.8971352577209473
31,3,8_1,si,3.8444457054138184
31,3,8_2,si,4.2745680809021
31,3,16_2,si,4.283613920211792
31,3,8_1,no,3.7866554260253906
31,3,8_2,no,4.298703670501709
31,3,16_2,no,4.290822505950928
31,4,8_1,si,6.7849671840667725
31,4,8_2,si,7.600222826004028
31,4,16_2,si,7.618419408798218
31,4,8_1,no,6.832536935806274
31,4,8_2,no,7.61618447303772
31,4,16_2,no,7.680316686630249
32,1,8_1,si,0.3973119258880615
32,1,8_2,si,0.45096468925476074
32,1,16_2,si,0.46387219429016113
32,1,8_1,no,0.4135093688964844
32,1,8_2,no,0.461702823638916
32,1,16_2,no,0.47800350189208984
32,2,8_1,si,1.6635971069335938
32,2,8_2,si,1.8737704753875732
32,2,16_2,si,1.8787779808044434
32,2,8_1,no,1.6717352867126465
32,2,8_2,no,1.863262414932251
32,2,16_2,no,1.9021553993225098
32,3,8_1,si,3.792860984802246
32,3,8_2,si,4.262917518615723
32,3,16_2,si,4.281241416931152
32,3,8_1,no,3.817890167236328
32,3,8_2,no,4.2730114459991455
32,3,16_2,no,4.316043138504028
32,4,8_1,si,6.805195331573486
32,4,8_2,si,7.6056602001190186
32,4,16_2,si,7.739348649978638
32,4,8_1,no,6.865302562713623
32,4,8_2,no,7.61886191368103
32,4,16_2,no,7.7217488288879395
33,1,8_1,si,0.40524935722351074
33,1,8_2,si,0.456453800201416
33,1,16_2,si,0.460585355758667
33,1,8_1,no,0.4094393253326416
33,1,8_2,no,0.4549107551574707
33,1,16_2,no,0.4606208801269531
33,2,8_1,si,1.6787123680114746
33,2,8_2,si,1.8907785415649414
33,2,16_2,si,1.8775677680969238
33,2,8_1,no,1.6787374019622803
33,2,8_2,no,1.8819706439971924
33,2,16_2,no,1.8904411792755127
33,3,8_1,si,3.787917137145996
33,3,8_2,si,4.263667106628418
33,3,16_2,si,4.295814752578735
33,3,8_1,no,3.8139636516571045
33,3,8_2,no,4.266588449478149
33,3,16_2,no,4.29045295715332
33,4,8_1,si,6.83867073059082
33,4,8_2,si,7.615184545516968
33,4,16_2,si,7.6148364543914795
33,4,8_1,no,6.812024354934692
33,4,8_2,no,7.6181628704071045
33,4,16_2,no,7.683870792388916
34,1,8_1,si,0.40506792068481445
34,1,8_2,si,0.4560272693634033
34,1,16_2,si,0.4564998149871826
34,1,8_1,no,0.4058496952056885
34,1,8_2,no,0.45498085021972656
34,1,16_2,no,0.46236562728881836
34,2,8_1,si,1.682002305984497
34,2,8_2,si,1.8757929801940918
34,2,16_2,si,1.9384400844573975
34,2,8_1,no,1.6995103359222412
34,2,8_2,no,1.874349594116211
34,2,16_2,no,1.9063115119934082
34,3,8_1,si,3.8079612255096436
34,3,8_2,si,4.267347574234009
34,3,16_2,si,4.3496527671813965
34,3,8_1,no,3.8344202041625977
34,3,8_2,no,4.256271839141846
34,3,16_2,no,4.29841947555542
34,4,8_1,si,6.8184685707092285
34,4,8_2,si,7.680676698684692
34,4,16_2,si,7.65159273147583
34,4,8_1,no,6.822617053985596
34,4,8_2,no,7.6776368618011475
34,4,16_2,no,7.77305793762207
35,1,8_1,si,0.40552806854248047
35,1,8_2,si,0.4546365737915039
35,1,16_2,si,0.4593241214752197
35,1,8_1,no,0.40525150299072266
35,1,8_2,no,0.4556610584259033
35,1,16_2,no,0.46008872985839844
35,2,8_1,si,1.6799566745758057
35,2,8_2,si,1.8712177276611328
35,2,16_2,si,1.895226240158081
35,2,8_1,no,1.6822292804718018
35,2,8_2,no,1.8781204223632812
35,2,16_2,no,1.898716688156128
35,3,8_1,si,3.8089001178741455
35,3,8_2,si,4.358286142349243
35,3,16_2,si,4.456054925918579
35,3,8_1,no,3.778330087661743
35,3,8_2,no,4.2497804164886475
35,3,16_2,no,4.264620304107666
35,4,8_1,si,6.870840549468994
35,4,8_2,si,7.582734107971191
35,4,16_2,si,7.610036373138428
35,4,8_1,no,6.761541366577148
35,4,8_2,no,7.5648887157440186
35,4,16_2,no,7.676314115524292
36,1,8_1,si,0.4045252799987793
36,1,8_2,si,0.4523191452026367
36,1,16_2,si,0.4661827087402344
36,1,8_1,no,0.4179861545562744
36,1,8_2,no,0.4703867435455322
36,1,16_2,no,0.46601057052612305
36,2,8_1,si,1.6781182289123535
36,2,8_2,si,1.8674390316009521
36,2,16_2,si,1.8732521533966064
36,2,8_1,no,1.6758687496185303
36,2,8_2,no,1.8697245121002197
36,2,16_2,no,1.8872766494750977
36,3,8_1,si,3.814927339553833
36,3,8_2,si,4.258071184158325
36,3,16_2,si,4.308350324630737
36,3,8_1,no,3.86453914642334
36,3,8_2,no,4.33795428276062
36,3,16_2,no,4.394975185394287
36,4,8_1,si,6.812513828277588
36,4,8_2,si,7.590578317642212
36,4,16_2,si,7.632861375808716
36,4,8_1,no,6.876315355300903
36,4,8_2,no,7.689466953277588
36,4,16_2,no,7.758076429367065
37,1,8_1,si,0.40405988693237305
37,1,8_2,si,0.45128417015075684
37,1,16_2,si,0.45536112785339355
37,1,8_1,no,0.41017723083496094
37,1,8_2,no,0.4521512985229492
37,1,16_2,no,0.4600410461425781
37,2,8_1,si,1.6764757633209229
37,2,8_2,si,1.8729498386383057
37,2,16_2,si,1.8935871124267578
37,2,8_1,no,1.6991260051727295
37,2,8_2,no,1.918045997619629
37,2,16_2,no,1.9406511783599854
37,3,8_1,si,3.8185486793518066
37,3,8_2,si,4.313588619232178
37,3,16_2,si,4.362154006958008
37,3,8_1,no,3.862722635269165
37,3,8_2,no,4.287475109100342
37,3,16_2,no,4.278717279434204
37,4,8_1,si,6.747497320175171
37,4,8_2,si,7.591446876525879
37,4,16_2,si,7.661182165145874
37,4,8_1,no,6.837971448898315
37,4,8_2,no,7.705508470535278
37,4,16_2,no,7.690969944000244
38,1,8_1,si,0.39737582206726074
38,1,8_2,si,0.45084667205810547
38,1,16_2,si,0.45272111892700195
38,1,8_1,no,0.4015007019042969
38,1,8_2,no,0.4533040523529053
38,1,16_2,no,0.4593160152435303
38,2,8_1,si,1.6677782535552979
38,2,8_2,si,1.8600761890411377
38,2,16_2,si,1.8745365142822266
38,2,8_1,no,1.6853759288787842
38,2,8_2,no,1.8842418193817139
38,2,16_2,no,1.9155406951904297
38,3,8_1,si,3.8114638328552246
38,3,8_2,si,4.27705192565918
38,3,16_2,si,4.318499326705933
38,3,8_1,no,3.8204455375671387
38,3,8_2,no,4.294008493423462
38,3,16_2,no,4.341039180755615
38,4,8_1,si,6.80328369140625
38,4,8_2,si,7.614789247512817
38,4,16_2,si,7.624791145324707
38,4,8_1,no,6.798070907592773
38,4,8_2,no,7.746908187866211
38,4,16_2,no,7.940214395523071
39,1,8_1,si,0.41390228271484375
39,1,8_2,si,0.4648442268371582
39,1,16_2,si,0.47344446182250977
39,1,8_1,no,0.4100503921508789
39,1,8_2,no,0.466397762298584
39,1,16_2,no,0.46910953521728516
39,2,8_1,si,1.6757164001464844
39,2,8_2,si,1.8788113594055176
39,2,16_2,si,1.8868958950042725
39,2,8_1,no,1.674973726272583
39,2,8_2,no,1.865344762802124
39,2,16_2,no,1.893141746520996
39,3,8_1,si,3.7853169441223145
39,3,8_2,si,4.254972219467163
39,3,16_2,si,4.313156366348267
39,3,8_1,no,3.7925844192504883
39,3,8_2,no,4.23612904548645
39,3,16_2,no,4.278118133544922
39,4,8_1,si,6.831089973449707
39,4,8_2,si,7.773699045181274
39,4,16_2,si,7.645067453384399
39,4,8_1,no,6.894926071166992
39,4,8_2,no,7.721595764160156
39,4,16_2,no,7.746320724487305
40,1,8_1,si,0.4155433177947998
40,1,8_2,si,0.4618713855743408
40,1,16_2,si,0.47481727600097656
40,1,8_1,no,0.41883230209350586
40,1,8_2,no,0.46643710136413574
40,1,16_2,no,0.46034955978393555
40,2,8_1,si,1.6903033256530762
40,2,8_2,si,1.8921420574188232
40,2,16_2,si,1.9049465656280518
40,2,8_1,no,1.669907808303833
40,2,8_2,no,1.8690578937530518
40,2,16_2,no,1.9049837589263916
40,3,8_1,si,3.9147467613220215
40,3,8_2,si,4.29172682762146
40,3,16_2,si,4.3653130531311035
40,3,8_1,no,3.8875997066497803
40,3,8_2,no,4.26539421081543
40,3,16_2,no,4.333270311355591
40,4,8_1,si,6.869505882263184
40,4,8_2,si,7.691493511199951
40,4,16_2,si,7.672604322433472
40,4,8_1,no,6.8337671756744385
40,4,8_2,no,7.553102016448975
40,4,16_2,no,7.799670219421387
41,1,8_1,si,0.4132380485534668
41,1,8_2,si,0.4613168239593506
41,1,16_2,si,0.47323131561279297
41,1,8_1,no,0.4121122360229492
41,1,8_2,no,0.45488572120666504
41,1,16_2,no,0.4629485607147217
41,2,8_1,si,1.6741995811462402
41,2,8_2,si,1.8713021278381348
41,2,16_2,si,1.8673150539398193
41,2,8_1,no,1.7093117237091064
41,2,8_2,no,1.9200482368469238
41,2,16_2,no,1.9290521144866943
41,3,8_1,si,3.760890007019043
41,3,8_2,si,4.244048595428467
41,3,16_2,si,4.269909858703613
41,3,8_1,no,3.799208164215088
41,3,8_2,no,4.23682975769043
41,3,16_2,no,4.346041917800903
41,4,8_1,si,6.96603798866272
41,4,8_2,si,7.682276010513306
41,4,16_2,si,7.626838207244873
41,4,8_1,no,6.773725271224976
41,4,8_2,no,7.571047067642212
41,4,16_2,no,7.698760032653809
42,1,8_1,si,0.4052729606628418
42,1,8_2,si,0.4549832344055176
42,1,16_2,si,0.45806074142456055
42,1,8_1,no,0.40530991554260254
42,1,8_2,no,0.45343708992004395
42,1,16_2,no,0.45800113677978516
42,2,8_1,si,1.7016687393188477
42,2,8_2,si,1.8741803169250488
42,2,16_2,si,1.8890573978424072
42,2,8_1,no,1.6956207752227783
42,2,8_2,no,1.866424322128296
42,2,16_2,no,1.9051828384399414
42,3,8_1,si,3.789294958114624
42,3,8_2,si,4.298908233642578
42,3,16_2,si,4.394131183624268
42,3,8_1,no,3.82558536529541
42,3,8_2,no,4.280490875244141
42,3,16_2,no,4.327484369277954
42,4,8_1,si,6.786048412322998
42,4,8_2,si,7.608516454696655
42,4,16_2,si,7.6416215896606445
42,4,8_1,no,6.812788963317871
42,4,8_2,no,7.606782913208008
42,4,16_2,no,7.686781883239746
43,1,8_1,si,0.4046051502227783
43,1,8_2,si,0.4527435302734375
43,1,16_2,si,0.4560692310333252
43,1,8_1,no,0.40258359909057617
43,1,8_2,no,0.45247650146484375
43,1,16_2,no,0.45873332023620605
43,2,8_1,si,1.6667940616607666
43,2,8_2,si,1.8736906051635742
43,2,16_2,si,1.8822283744812012
43,2,8_1,no,1.676260232925415
43,2,8_2,no,1.869105339050293
43,2,16_2,no,1.8911707401275635
43,3,8_1,si,3.791978120803833
43,3,8_2,si,4.249976634979248
43,3,16_2,si,4.293220043182373
43,3,8_1,no,3.8157243728637695
43,3,8_2,no,4.247448682785034
43,3,16_2,no,4.318308591842651
43,4,8_1,si,6.887017488479614
43,4,8_2,si,7.709105730056763
43,4,16_2,si,7.706632137298584
43,4,8_1,no,6.887101411819458
43,4,8_2,no,7.727707624435425
43,4,16_2,no,7.77498722076416
44,1,8_1,si,0.40188169479370117
44,1,8_2,si,0.45021677017211914
44,1,16_2,si,0.45636653900146484
44,1,8_1,no,0.4044802188873291
44,1,8_2,no,0.45164036750793457
44,1,16_2,no,0.4595921039581299
44,2,8_1,si,1.6597273349761963
44,2,8_2,si,1.8640761375427246
44,2,16_2,si,1.8746390342712402
44,2,8_1,no,1.6657624244689941
44,2,8_2,no,1.8657348155975342
44,2,16_2,no,1.9418511390686035
44,3,8_1,si,3.8277761936187744
44,3,8_2,si,4.301987409591675
44,3,16_2,si,4.277416467666626
44,3,8_1,no,3.7987284660339355
44,3,8_2,no,4.274728298187256
44,3,16_2,no,4.284411430358887
44,4,8_1,si,6.879142761230469
44,4,8_2,si,7.61377215385437
44,4,16_2,si,7.619433879852295
44,4,8_1,no,6.8201823234558105
44,4,8_2,no,7.614124298095703
44,4,16_2,no,7.736377000808716
45,1,8_1,si,0.4225196838378906
45,1,8_2,si,0.4642064571380615
45,1,16_2,si,0.45815205574035645
45,1,8_1,no,0.4093334674835205
45,1,8_2,no,0.45552802085876465
45,1,16_2,no,0.4712848663330078
45,2,8_1,si,1.6683359146118164
45,2,8_2,si,1.8780970573425293
45,2,16_2,si,1.8807244300842285
45,2,8_1,no,1.6759495735168457
45,2,8_2,no,1.876079797744751
45,2,16_2,no,1.9057965278625488
45,3,8_1,si,3.7863810062408447
45,3,8_2,si,4.26160454750061
45,3,16_2,si,4.383444309234619
45,3,8_1,no,3.872713088989258
45,3,8_2,no,4.280080318450928
45,3,16_2,no,4.392126083374023
45,4,8_1,si,6.877101421356201
45,4,8_2,si,7.732049226760864
45,4,16_2,si,7.758686304092407
45,4,8_1,no,6.954888820648193
45,4,8_2,no,7.6789915561676025
45,4,16_2,no,7.777128458023071
46,1,8_1,si,0.40988802909851074
46,1,8_2,si,0.4532961845397949
46,1,16_2,si,0.4553365707397461
46,1,8_1,no,0.40650177001953125
46,1,8_2,no,0.4555201530456543
46,1,16_2,no,0.4565298557281494
46,2,8_1,si,1.6720714569091797
46,2,8_2,si,1.8696815967559814
46,2,16_2,si,1.8802525997161865
46,2,8_1,no,1.680086374282837
46,2,8_2,no,1.9054086208343506
46,2,16_2,no,1.9281866550445557
46,3,8_1,si,3.840282678604126
46,3,8_2,si,4.252435684204102
46,3,16_2,si,4.297311544418335
46,3,8_1,no,3.8466145992279053
46,3,8_2,no,4.335354804992676
46,3,16_2,no,4.3202714920043945
46,4,8_1,si,6.835269451141357
46,4,8_2,si,7.6746666431427
46,4,16_2,si,7.629436254501343
46,4,8_1,no,6.837679386138916
46,4,8_2,no,7.647577285766602
46,4,16_2,no,7.769233226776123
47,1,8_1,si,0.40353822708129883
47,1,8_2,si,0.45653271675109863
47,1,16_2,si,0.46123504638671875
47,1,8_1,no,0.4077417850494385
47,1,8_2,no,0.4600231647491455
47,1,16_2,no,0.4658079147338867
47,2,8_1,si,1.6683650016784668
47,2,8_2,si,1.8685696125030518
47,2,16_2,si,1.8835361003875732
47,2,8_1,no,1.695155143737793
47,2,8_2,no,1.9027953147888184
47,2,16_2,no,1.9274938106536865
47,3,8_1,si,3.80983567237854
47,3,8_2,si,4.2419984340667725
47,3,16_2,si,4.258853435516357
47,3,8_1,no,3.78454327583313
47,3,8_2,no,4.242677211761475
47,3,16_2,no,4.378983736038208
47,4,8_1,si,6.82875394821167
47,4,8_2,si,7.7262115478515625
47,4,16_2,si,7.672044277191162
47,4,8_1,no,6.8716161251068115
47,4,8_2,no,7.796785593032837
47,4,16_2,no,7.873698949813843
48,1,8_1,si,0.3991098403930664
48,1,8_2,si,0.44858646392822266
48,1,16_2,si,0.4543886184692383
48,1,8_1,no,0.40394115447998047
48,1,8_2,no,0.45273804664611816
48,1,16_2,no,0.45968174934387207
48,2,8_1,si,1.6570427417755127
48,2,8_2,si,1.8859670162200928
48,2,16_2,si,1.8923125267028809
48,2,8_1,no,1.6823616027832031
48,2,8_2,no,1.864093542098999
48,2,16_2,no,1.8871119022369385
48,3,8_1,si,3.8269922733306885
48,3,8_2,si,4.288587331771851
48,3,16_2,si,4.339935302734375
48,3,8_1,no,3.799436569213867
48,3,8_2,no,4.239919185638428
48,3,16_2,no,4.383537530899048
48,4,8_1,si,6.831465005874634
48,4,8_2,si,7.683536529541016
48,4,16_2,si,7.6895551681518555
48,4,8_1,no,6.860429286956787
48,4,8_2,no,7.614534854888916
48,4,16_2,no,7.648169279098511
49,1,8_1,si,0.4024503231048584
49,1,8_2,si,0.45266246795654297
49,1,16_2,si,0.4571671485900879
49,1,8_1,no,0.40447425842285156
49,1,8_2,no,0.45917701721191406
49,1,16_2,no,0.461184024810791
49,2,8_1,si,1.6829304695129395
49,2,8_2,si,1.8790342807769775
49,2,16_2,si,1.8940348625183105
49,2,8_1,no,1.696535587310791
49,2,8_2,no,1.8875372409820557
49,2,16_2,no,1.8945105075836182
49,3,8_1,si,3.787158250808716
49,3,8_2,si,4.245986461639404
49,3,16_2,si,4.268542051315308
49,3,8_1,no,3.756208896636963
49,3,8_2,no,4.233332872390747
49,3,16_2,no,4.291013717651367
49,4,8_1,si,6.808008909225464
49,4,8_2,si,7.61633563041687
49,4,16_2,si,7.6830363273620605
49,4,8_1,no,6.843246221542358
49,4,8_2,no,7.624892711639404
49,4,16_2,no,7.693272352218628
50,1,8_1,si,0.3987884521484375
50,1,8_2,si,0.45047974586486816
50,1,16_2,si,0.4548640251159668
50,1,8_1,no,0.4006333351135254
50,1,8_2,no,0.4544258117675781
50,1,16_2,no,0.4611818790435791
50,2,8_1,si,1.6967625617980957
50,2,8_2,si,1.9095244407653809
50,2,16_2,si,1.9013023376464844
50,2,8_1,no,1.6772880554199219
50,2,8_2,no,1.875497817993164
50,2,16_2,no,1.905850887298584
50,3,8_1,si,3.830822467803955
50,3,8_2,si,4.310758829116821
50,3,16_2,si,4.366917133331299
50,3,8_1,no,3.935641050338745
50,3,8_2,no,4.39863395690918
50,3,16_2,no,4.333500623703003
50,4,8_1,si,6.840528249740601
50,4,8_2,si,7.698242902755737
50,4,16_2,si,7.738807439804077
50,4,8_1,no,6.881606817245483
50,4,8_2,no,7.732208013534546
50,4,16_2,no,7.747063636779785
51,1,8_1,si,0.4062626361846924
51,1,8_2,si,0.452517032623291
51,1,16_2,si,0.45827579498291016
51,1,8_1,no,0.4060854911804199
51,1,8_2,no,0.4545717239379883
51,1,16_2,no,0.45980405807495117
51,2,8_1,si,1.6771233081817627
51,2,8_2,si,1.8652527332305908
51,2,16_2,si,1.8803589344024658
51,2,8_1,no,1.6684916019439697
51,2,8_2,no,1.8676772117614746
51,2,16_2,no,1.8866350650787354
51,3,8_1,si,3.7905960083007812
51,3,8_2,si,4.298875093460083
51,3,16_2,si,4.316371202468872
51,3,8_1,no,3.770494222640991
51,3,8_2,no,4.242054462432861
51,3,16_2,no,4.268198013305664
51,4,8_1,si,6.797199487686157
51,4,8_2,si,7.787351846694946
51,4,16_2,si,7.678302049636841
51,4,8_1,no,6.930464744567871
51,4,8_2,no,7.654407262802124
51,4,16_2,no,7.711770534515381
52,1,8_1,si,0.4077773094177246
52,1,8_2,si,0.45937156677246094
52,1,16_2,si,0.45981931686401367
52,1,8_1,no,0.40939927101135254
52,1,8_2,no,0.455028772354126
52,1,16_2,no,0.4624307155609131
52,2,8_1,si,1.6690318584442139
52,2,8_2,si,1.869112491607666
52,2,16_2,si,1.883143663406372
52,2,8_1,no,1.6788668632507324
52,2,8_2,no,1.8761062622070312
52,2,16_2,no,1.8943250179290771
52,3,8_1,si,3.8769209384918213
52,3,8_2,si,4.349180459976196
52,3,16_2,si,4.37724757194519
52,3,8_1,no,3.876225233078003
52,3,8_2,no,4.334435939788818
52,3,16_2,no,4.372348070144653
52,4,8_1,si,6.898468494415283
52,4,8_2,si,7.722412109375
52,4,16_2,si,7.688619613647461
52,4,8_1,no,6.939697265625
52,4,8_2,no,7.769040107727051
52,4,16_2,no,7.722837924957275
53,1,8_1,si,0.4104156494140625
53,1,8_2,si,0.4615590572357178
53,1,16_2,si,0.4627869129180908
53,1,8_1,no,0.4083259105682373
53,1,8_2,no,0.46173810958862305
53,1,16_2,no,0.46688246726989746
53,2,8_1,si,1.6905796527862549
53,2,8_2,si,1.9007234573364258
53,2,16_2,si,1.914158582687378
53,2,8_1,no,1.6748981475830078
53,2,8_2,no,1.8718645572662354
53,2,16_2,no,1.8986537456512451
53,3,8_1,si,3.8576321601867676
53,3,8_2,si,4.3259665966033936
53,3,16_2,si,4.318608522415161
53,3,8_1,no,3.747081756591797
53,3,8_2,no,4.214524269104004
53,3,16_2,no,4.2793474197387695
53,4,8_1,si,6.7543556690216064
53,4,8_2,si,7.671086072921753
53,4,16_2,si,7.654096841812134
53,4,8_1,no,6.8813512325286865
53,4,8_2,no,7.629351854324341
53,4,16_2,no,7.702512741088867
54,1,8_1,si,0.40541934967041016
54,1,8_2,si,0.45510244369506836
54,1,16_2,si,0.45737242698669434
54,1,8_1,no,0.4078409671783447
54,1,8_2,no,0.4570193290710449
54,1,16_2,no,0.4642038345336914
54,2,8_1,si,1.703531265258789
54,2,8_2,si,1.9019129276275635
54,2,16_2,si,1.915637493133545
54,2,8_1,no,1.702291488647461
54,2,8_2,no,1.9110453128814697
54,2,16_2,no,1.9474093914031982
54,3,8_1,si,3.900876522064209
54,3,8_2,si,4.235177755355835
54,3,16_2,si,4.266852140426636
54,3,8_1,no,3.8205034732818604
54,3,8_2,no,4.286245584487915
54,3,16_2,no,4.343538761138916
54,4,8_1,si,6.79367208480835
54,4,8_2,si,7.61443567276001
54,4,16_2,si,7.626875638961792
54,4,8_1,no,6.839760780334473
54,4,8_2,no,7.636639595031738
54,4,16_2,no,7.735626697540283
55,1,8_1,si,0.4070250988006592
55,1,8_2,si,0.45607900619506836
55,1,16_2,si,0.4562838077545166
55,1,8_1,no,0.40331172943115234
55,1,8_2,no,0.451688289642334
55,1,16_2,no,0.4593489170074463
55,2,8_1,si,1.6847448348999023
55,2,8_2,si,1.861579418182373
55,2,16_2,si,1.8831994533538818
55,2,8_1,no,1.674886703491211
55,2,8_2,no,1.8733117580413818
55,2,16_2,no,1.8986878395080566
55,3,8_1,si,3.758068561553955
55,3,8_2,si,4.211482048034668
55,3,16_2,si,4.232137203216553
55,3,8_1,no,3.785707712173462
55,3,8_2,no,4.278260946273804
55,3,16_2,no,4.3474647998809814
55,4,8_1,si,6.956274509429932
55,4,8_2,si,7.740696668624878
55,4,16_2,si,7.7454235553741455
55,4,8_1,no,6.91324257850647
55,4,8_2,no,7.7790656089782715
55,4,16_2,no,7.788927793502808
56,1,8_1,si,0.40532922744750977
56,1,8_2,si,0.4520876407623291
56,1,16_2,si,0.4550011157989502
56,1,8_1,no,0.4066317081451416
56,1,8_2,no,0.45492005348205566
56,1,16_2,no,0.4632987976074219
56,2,8_1,si,1.662790298461914
56,2,8_2,si,1.8646435737609863
56,2,16_2,si,1.8862926959991455
56,2,8_1,no,1.6790482997894287
56,2,8_2,no,1.871901273727417
56,2,16_2,no,1.8872020244598389
56,3,8_1,si,3.7940051555633545
56,3,8_2,si,4.22803807258606
56,3,16_2,si,4.2920427322387695
56,3,8_1,no,3.8221027851104736
56,3,8_2,no,4.282307863235474
56,3,16_2,no,4.317188262939453
56,4,8_1,si,6.820518255233765
56,4,8_2,si,7.619290828704834
56,4,16_2,si,7.643576145172119
56,4,8_1,no,6.877106666564941
56,4,8_2,no,7.646848917007446
56,4,16_2,no,7.720795392990112
57,1,8_1,si,0.4043872356414795
57,1,8_2,si,0.4554562568664551
57,1,16_2,si,0.45822882652282715
57,1,8_1,no,0.40498924255371094
57,1,8_2,no,0.4554753303527832
57,1,16_2,no,0.4628922939300537
57,2,8_1,si,1.6684858798980713
57,2,8_2,si,1.8674840927124023
57,2,16_2,si,1.88761305809021
57,2,8_1,no,1.6831386089324951
57,2,8_2,no,1.906299114227295
57,2,16_2,no,1.915755033493042
57,3,8_1,si,3.8421032428741455
57,3,8_2,si,4.286409854888916
57,3,16_2,si,4.384704828262329
57,3,8_1,no,3.874079465866089
57,3,8_2,no,4.319343566894531
57,3,16_2,no,4.409822702407837
57,4,8_1,si,6.943182706832886
57,4,8_2,si,7.809302091598511
57,4,16_2,si,7.772659778594971
57,4,8_1,no,6.98238205909729
57,4,8_2,no,7.894534587860107
57,4,16_2,no,7.935157537460327
58,1,8_1,si,0.4127683639526367
58,1,8_2,si,0.46607542037963867
58,1,16_2,si,0.4646470546722412
58,1,8_1,no,0.41510605812072754
58,1,8_2,no,0.464580774307251
58,1,16_2,no,0.47324705123901367
58,2,8_1,si,1.7289443016052246
58,2,8_2,si,1.937380075454712
58,2,16_2,si,1.9312081336975098
58,2,8_1,no,1.7183585166931152
58,2,8_2,no,1.9061405658721924
58,2,16_2,no,1.9531142711639404
58,3,8_1,si,3.8840596675872803
58,3,8_2,si,4.35969614982605
58,3,16_2,si,4.413540840148926
58,3,8_1,no,3.9069249629974365
58,3,8_2,no,4.389525890350342
58,3,16_2,no,4.441692352294922
58,4,8_1,si,6.99455189704895
58,4,8_2,si,7.8537092208862305
58,4,16_2,si,7.840753078460693
58,4,8_1,no,7.02558159828186
58,4,8_2,no,7.829706907272339
58,4,16_2,no,7.914983749389648
59,1,8_1,si,0.4169602394104004
59,1,8_2,si,0.46597790718078613
59,1,16_2,si,0.4696669578552246
59,1,8_1,no,0.4149448871612549
59,1,8_2,no,0.4692356586456299
59,1,16_2,no,0.47629880905151367
59,2,8_1,si,1.7143065929412842
59,2,8_2,si,1.9024238586425781
59,2,16_2,si,1.9230091571807861
59,2,8_1,no,1.7151472568511963
59,2,8_2,no,1.9243495464324951
59,2,16_2,no,1.9303889274597168
59,3,8_1,si,3.8325657844543457
59,3,8_2,si,4.332656145095825
59,3,16_2,si,4.361740350723267
59,3,8_1,no,3.8438100814819336
59,3,8_2,no,4.328988552093506
59,3,16_2,no,4.339321851730347
59,4,8_1,si,6.873491525650024
59,4,8_2,si,7.758208274841309
59,4,16_2,si,7.770256996154785
59,4,8_1,no,6.9265429973602295
59,4,8_2,no,7.736082077026367
59,4,16_2,no,7.826725244522095
60,1,8_1,si,0.41357898712158203
60,1,8_2,si,0.4652087688446045
60,1,16_2,si,0.46655774116516113
60,1,8_1,no,0.4159367084503174
60,1,8_2,no,0.4636414051055908
60,1,16_2,no,0.47690582275390625
60,2,8_1,si,1.700803279876709
60,2,8_2,si,1.8772060871124268
60,2,16_2,si,1.8956975936889648
60,2,8_1,no,1.6947681903839111
60,2,8_2,no,1.8920350074768066
60,2,16_2,no,1.9023516178131104
60,3,8_1,si,3.8276240825653076
60,3,8_2,si,4.330868482589722
60,3,16_2,si,4.3638904094696045
60,3,8_1,no,3.862642288208008
60,3,8_2,no,4.324612855911255
60,3,16_2,no,4.481048822402954
60,4,8_1,si,6.963115692138672
60,4,8_2,si,7.730999946594238
60,4,16_2,si,7.808196067810059
60,4,8_1,no,7.030137538909912
60,4,8_2,no,7.845994234085083
60,4,16_2,no,7.827457427978516
61,1,8_1,si,0.4191579818725586
61,1,8_2,si,0.4721810817718506
61,1,16_2,si,0.46337127685546875
61,1,8_1,no,0.4123115539550781
61,1,8_2,no,0.46248340606689453
61,1,16_2,no,0.48036766052246094
61,2,8_1,si,1.7134180068969727
61,2,8_2,si,1.928830862045288
61,2,16_2,si,1.944960117340088
61,2,8_1,no,1.7174618244171143
61,2,8_2,no,1.91585373878479
61,2,16_2,no,1.9664819240570068
61,3,8_1,si,3.832646369934082
61,3,8_2,si,4.374098062515259
61,3,16_2,si,4.413371801376343
61,3,8_1,no,3.8866028785705566
61,3,8_2,no,4.382788181304932
61,3,16_2,no,4.484852075576782
61,4,8_1,si,7.043290615081787
61,4,8_2,si,7.855173110961914
61,4,16_2,si,7.801637411117554
61,4,8_1,no,7.049874544143677
61,4,8_2,no,7.867930173873901
61,4,16_2,no,7.928778171539307
62,1,8_1,si,0.41191983222961426
62,1,8_2,si,0.4565742015838623
62,1,16_2,si,0.46585774421691895
62,1,8_1,no,0.41600728034973145
62,1,8_2,no,0.46271371841430664
62,1,16_2,no,0.47501611709594727
62,2,8_1,si,1.7400248050689697
62,2,8_2,si,1.9750595092773438
62,2,16_2,si,1.9344825744628906
62,2,8_1,no,1.7297682762145996
62,2,8_2,no,1.9417080879211426
62,2,16_2,no,1.9509050846099854
62,3,8_1,si,3.8932104110717773
62,3,8_2,si,4.370085954666138
62,3,16_2,si,4.433480978012085
62,3,8_1,no,3.9115681648254395
62,3,8_2,no,4.419317245483398
62,3,16_2,no,4.41100811958313
