tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.40631604194641113
1,8_2,si,0.4631643295288086
1,16_2,si,0.4629042148590088
1,8_1,no,0.40830445289611816
1,8_2,no,0.46024608612060547
1,16_2,no,0.4620208740234375
2,8_1,si,1.6847684383392334
2,8_2,si,1.8904430866241455
2,16_2,si,1.9051158428192139
2,8_1,no,1.7022266387939453
2,8_2,no,1.9050869941711426
2,16_2,no,1.921612024307251
3,8_1,si,3.831932783126831
3,8_2,si,4.3119118213653564
3,16_2,si,4.325719356536865
3,8_1,no,3.8663272857666016
3,8_2,no,4.3342413902282715
3,16_2,no,4.36609959602356
4,8_1,si,6.90447735786438
4,8_2,si,7.778524875640869
4,16_2,si,7.793503046035767
4,8_1,no,6.90163516998291
4,8_2,no,7.762766599655151
4,16_2,no,7.83281946182251
