tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.9139127731323242
1,8_2,si,0.9648127555847168
1,16_2,si,0.9711146354675293
1,8_1,no,0.9156408309936523
1,8_2,no,0.9667208194732666
1,16_2,no,0.9725747108459473
2,8_1,si,1.6871232986450195
2,8_2,si,1.9038069248199463
2,16_2,si,1.920710563659668
2,8_1,no,1.7109169960021973
2,8_2,no,1.9013030529022217
2,16_2,no,1.923475742340088
3,8_1,si,3.855048179626465
3,8_2,si,4.324798345565796
3,16_2,si,4.348546504974365
3,8_1,no,3.8764700889587402
3,8_2,no,4.3327476978302
3,16_2,no,4.37277364730835
4,8_1,si,6.930321455001831
4,8_2,si,7.780068874359131
4,16_2,si,7.767559766769409
4,8_1,no,6.957163333892822
4,8_2,no,7.777998685836792
4,16_2,no,7.824716329574585
