tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.4043872356414795
1,8_2,si,0.4554562568664551
1,16_2,si,0.45822882652282715
1,8_1,no,0.40498924255371094
1,8_2,no,0.4554753303527832
1,16_2,no,0.4628922939300537
2,8_1,si,1.6684858798980713
2,8_2,si,1.8674840927124023
2,16_2,si,1.88761305809021
2,8_1,no,1.6831386089324951
2,8_2,no,1.906299114227295
2,16_2,no,1.915755033493042
3,8_1,si,3.8421032428741455
3,8_2,si,4.286409854888916
3,16_2,si,4.384704828262329
3,8_1,no,3.874079465866089
3,8_2,no,4.319343566894531
3,16_2,no,4.409822702407837
4,8_1,si,6.943182706832886
4,8_2,si,7.809302091598511
4,16_2,si,7.772659778594971
4,8_1,no,6.98238205909729
4,8_2,no,7.894534587860107
4,16_2,no,7.935157537460327
