tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.41357898712158203
1,8_2,si,0.4652087688446045
1,16_2,si,0.46655774116516113
1,8_1,no,0.4159367084503174
1,8_2,no,0.4636414051055908
1,16_2,no,0.47690582275390625
2,8_1,si,1.700803279876709
2,8_2,si,1.8772060871124268
2,16_2,si,1.8956975936889648
2,8_1,no,1.6947681903839111
2,8_2,no,1.8920350074768066
2,16_2,no,1.9023516178131104
3,8_1,si,3.8276240825653076
3,8_2,si,4.330868482589722
3,16_2,si,4.3638904094696045
3,8_1,no,3.862642288208008
3,8_2,no,4.324612855911255
3,16_2,no,4.481048822402954
4,8_1,si,6.963115692138672
4,8_2,si,7.730999946594238
4,16_2,si,7.808196067810059
4,8_1,no,7.030137538909912
4,8_2,no,7.845994234085083
4,16_2,no,7.827457427978516
