tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.4110898971557617
1,8_2,si,0.46372246742248535
1,16_2,si,0.4678375720977783
1,8_1,no,0.41034817695617676
1,8_2,no,0.46182966232299805
1,16_2,no,0.46924376487731934
2,8_1,si,1.689251184463501
2,8_2,si,1.8992183208465576
2,16_2,si,1.897024154663086
2,8_1,no,1.687182903289795
2,8_2,no,1.8939664363861084
2,16_2,no,1.9272143840789795
3,8_1,si,3.834977149963379
3,8_2,si,4.318200349807739
3,16_2,si,4.308368921279907
3,8_1,no,3.821730375289917
3,8_2,no,4.279085159301758
3,16_2,no,4.345030784606934
4,8_1,si,6.897695779800415
4,8_2,si,7.710526943206787
4,16_2,si,7.706879615783691
4,8_1,no,6.864473581314087
4,8_2,no,7.7642457485198975
4,16_2,no,7.795276165008545
