tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.41228151321411133
1,8_2,si,0.46312546730041504
1,16_2,si,0.46422338485717773
1,8_1,no,0.41328930854797363
1,8_2,no,0.46415114402770996
1,16_2,no,0.4694368839263916
2,8_1,si,1.7024385929107666
2,8_2,si,1.9201860427856445
2,16_2,si,1.9217634201049805
2,8_1,no,1.7066617012023926
2,8_2,no,1.8978185653686523
2,16_2,no,1.9294946193695068
3,8_1,si,3.8319389820098877
3,8_2,si,4.326105833053589
3,16_2,si,4.312311887741089
3,8_1,no,3.8474361896514893
3,8_2,no,4.3310301303863525
3,16_2,no,4.366822242736816
4,8_1,si,6.916585206985474
4,8_2,si,7.742541074752808
4,16_2,si,7.79335618019104
4,8_1,no,6.916059732437134
4,8_2,no,7.765164852142334
4,16_2,no,7.796257019042969
