tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.40541934967041016
1,8_2,si,0.45510244369506836
1,16_2,si,0.45737242698669434
1,8_1,no,0.4078409671783447
1,8_2,no,0.4570193290710449
1,16_2,no,0.4642038345336914
2,8_1,si,1.703531265258789
2,8_2,si,1.9019129276275635
2,16_2,si,1.915637493133545
2,8_1,no,1.702291488647461
2,8_2,no,1.9110453128814697
2,16_2,no,1.9474093914031982
3,8_1,si,3.900876522064209
3,8_2,si,4.235177755355835
3,16_2,si,4.266852140426636
3,8_1,no,3.8205034732818604
3,8_2,no,4.286245584487915
3,16_2,no,4.343538761138916
4,8_1,si,6.79367208480835
4,8_2,si,7.61443567276001
4,16_2,si,7.626875638961792
4,8_1,no,6.839760780334473
4,8_2,no,7.636639595031738
4,16_2,no,7.735626697540283
