tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.41191983222961426
1,8_2,si,0.4565742015838623
1,16_2,si,0.46585774421691895
1,8_1,no,0.41600728034973145
1,8_2,no,0.46271371841430664
1,16_2,no,0.47501611709594727
2,8_1,si,1.7400248050689697
2,8_2,si,1.9750595092773438
2,16_2,si,1.9344825744628906
2,8_1,no,1.7297682762145996
2,8_2,no,1.9417080879211426
2,16_2,no,1.9509050846099854
3,8_1,si,3.8932104110717773
3,8_2,si,4.370085954666138
3,16_2,si,4.433480978012085
3,8_1,no,3.9115681648254395
3,8_2,no,4.419317245483398
3,16_2,no,4.41100811958313
4,8_1,si,7.038553476333618
4,8_2,si,7.867291212081909
4,16_2,si,7.819549798965454
4,8_1,no,7.05504035949707
4,8_2,no,7.8709306716918945
4,16_2,no,7.906513690948486
