tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.4060819149017334
1,8_2,si,0.46373724937438965
1,16_2,si,0.46653032302856445
1,8_1,no,0.4114105701446533
1,8_2,no,0.46459364891052246
1,16_2,no,0.46970224380493164
2,8_1,si,1.6989080905914307
2,8_2,si,1.9070782661437988
2,16_2,si,1.9067425727844238
2,8_1,no,1.6949639320373535
2,8_2,no,1.908158540725708
2,16_2,no,1.9276797771453857
3,8_1,si,3.850104570388794
3,8_2,si,4.316741228103638
3,16_2,si,4.326532363891602
3,8_1,no,3.8635993003845215
3,8_2,no,4.331535577774048
3,16_2,no,4.381035327911377
4,8_1,si,6.877504348754883
4,8_2,si,7.7229626178741455
4,16_2,si,7.708486557006836
4,8_1,no,6.883157014846802
4,8_2,no,7.734317779541016
4,16_2,no,7.801026105880737
