tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.4125649929046631
1,8_2,si,0.4575498104095459
1,16_2,si,0.45869946479797363
1,8_1,no,0.4063148498535156
1,8_2,no,0.45758700370788574
1,16_2,no,0.4640493392944336
2,8_1,si,1.694410800933838
2,8_2,si,1.9100511074066162
2,16_2,si,1.9140779972076416
2,8_1,no,1.6949131488800049
2,8_2,no,1.9049363136291504
2,16_2,no,1.9176392555236816
3,8_1,si,3.841630697250366
3,8_2,si,4.324330568313599
3,16_2,si,4.316493272781372
3,8_1,no,3.8438587188720703
3,8_2,no,4.327333211898804
3,16_2,no,4.361261606216431
4,8_1,si,6.879437446594238
4,8_2,si,7.770812034606934
4,16_2,si,7.760847091674805
4,8_1,no,6.889004707336426
4,8_2,no,7.77601170539856
4,16_2,no,7.832255125045776
