tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.40425825119018555
1,8_2,si,0.45291638374328613
1,16_2,si,0.45876336097717285
1,8_1,no,0.4052600860595703
1,8_2,no,0.45192813873291016
1,16_2,no,0.4502837657928467
2,8_1,si,1.6547398567199707
2,8_2,si,1.8625249862670898
2,16_2,si,1.8817875385284424
2,8_1,no,1.6763410568237305
2,8_2,no,1.890862226486206
2,16_2,no,1.8870439529418945
3,8_1,si,3.9146816730499268
3,8_2,si,4.352236270904541
3,16_2,si,4.39338231086731
3,8_1,no,3.818134307861328
3,8_2,no,4.401648998260498
3,16_2,no,4.328829765319824
4,8_1,si,6.919020414352417
4,8_2,si,7.581890821456909
4,16_2,si,7.600788593292236
4,8_1,no,6.767220497131348
4,8_2,no,7.583873987197876
4,16_2,no,7.671104431152344
