tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.39737582206726074
1,8_2,si,0.45084667205810547
1,16_2,si,0.45272111892700195
1,8_1,no,0.4015007019042969
1,8_2,no,0.4533040523529053
1,16_2,no,0.4593160152435303
2,8_1,si,1.6677782535552979
2,8_2,si,1.8600761890411377
2,16_2,si,1.8745365142822266
2,8_1,no,1.6853759288787842
2,8_2,no,1.8842418193817139
2,16_2,no,1.9155406951904297
3,8_1,si,3.8114638328552246
3,8_2,si,4.27705192565918
3,16_2,si,4.318499326705933
3,8_1,no,3.8204455375671387
3,8_2,no,4.294008493423462
3,16_2,no,4.341039180755615
4,8_1,si,6.80328369140625
4,8_2,si,7.614789247512817
4,16_2,si,7.624791145324707
4,8_1,no,6.798070907592773
4,8_2,no,7.746908187866211
4,16_2,no,7.940214395523071
