replica,tamanho,algoritmo,localidad,tiempo
47,3,8_2,no,4
47,3,16_2,no,16
47,4,8_1,si,8
47,4,8_2,si,12
47,4,16_2,si,16
47,4,8_1,no,12
47,4,8_2,no,12
47,4,16_2,no,24
48,1,8_1,si,0
48,1,8_2,si,0
48,1,16_2,si,0
48,1,8_1,no,0
48,1,8_2,no,4
48,1,16_2,no,0
48,2,8_1,si,4
48,2,8_2,si,0
48,2,16_2,si,8
48,2,8_1,no,0
48,2,8_2,no,4
48,2,16_2,no,4
48,3,8_1,si,4
48,3,8_2,si,4
48,3,16_2,si,8
48,3,8_1,no,8
48,3,8_2,no,4
48,3,16_2,no,12
48,4,8_1,si,4
48,4,8_2,si,12
48,4,16_2,si,16
48,4,8_1,no,12
48,4,8_2,no,12
48,4,16_2,no,20
49,1,8_1,si,0
49,1,8_2,si,0
49,1,16_2,si,0
49,1,8_1,no,0
49,1,8_2,no,0
49,1,16_2,no,4
49,2,8_1,si,4
49,2,8_2,si,0
49,2,16_2,si,4
49,2,8_1,no,4
49,2,8_2,no,0
49,2,16_2,no,8
49,3,8_1,si,0
49,3,8_2,si,8
49,3,16_2,si,8
49,3,8_1,no,4
49,3,8_2,no,8
49,3,16_2,no,12
49,4,8_1,si,8
49,4,8_2,si,12
49,4,16_2,si,16
49,4,8_1,no,12
49,4,8_2,no,8
49,4,16_2,no,24
50,1,8_1,si,0
50,1,8_2,si,4
50,1,16_2,si,0
50,1,8_1,no,0
50,1,8_2,no,0
50,1,16_2,no,0
50,2,8_1,si,0
50,2,8_2,si,4
50,2,16_2,si,4
50,2,8_1,no,0
50,2,8_2,no,4
50,2,16_2,no,4
50,3,8_1,si,4
50,3,8_2,si,4
50,3,16_2,si,12
50,3,8_1,no,4
50,3,8_2,no,8
50,3,16_2,no,13
50,4,8_1,si,8
50,4,8_2,si,8
50,4,16_2,si,20
50,4,8_1,no,8
50,4,8_2,no,12
50,4,16_2,no,20
51,1,8_1,si,0
51,1,8_2,si,0
51,1,16_2,si,0
51,1,8_1,no,0
51,1,8_2,no,0
51,1,16_2,no,4
51,2,8_1,si,4
51,2,8_2,si,0
51,2,16_2,si,4
51,2,8_1,no,4
51,2,8_2,no,0
51,2,16_2,no,9
51,3,8_1,si,4
51,3,8_2,si,4
51,3,16_2,si,8
51,3,8_1,no,8
51,3,8_2,no,4
51,3,16_2,no,12
51,4,8_1,si,12
51,4,8_2,si,8
51,4,16_2,si,16
51,4,8_1,no,12
51,4,8_2,no,12
51,4,16_2,no,20
52,1,8_1,si,0
52,1,8_2,si,0
52,1,16_2,si,0
52,1,8_1,no,0
52,1,8_2,no,4
52,1,16_2,no,0
52,2,8_1,si,4
52,2,8_2,si,0
52,2,16_2,si,4
52,2,8_1,no,4
52,2,8_2,no,4
52,2,16_2,no,4
52,3,8_1,si,5
52,3,8_2,si,8
52,3,16_2,si,12
52,3,8_1,no,4
52,3,8_2,no,4
52,3,16_2,no,12
52,4,8_1,si,7
52,4,8_2,si,12
52,4,16_2,si,16
52,4,8_1,no,8
52,4,8_2,no,12
52,4,16_2,no,24
53,1,8_1,si,0
53,1,8_2,si,0
53,1,16_2,si,0
53,1,8_1,no,0
53,1,8_2,no,0
53,1,16_2,no,4
53,2,8_1,si,4
53,2,8_2,si,0
53,2,16_2,si,4
53,2,8_1,no,4
53,2,8_2,no,4
53,2,16_2,no,4
53,3,8_1,si,4
53,3,8_2,si,4
53,3,16_2,si,8
53,3,8_1,no,8
53,3,8_2,no,4
53,3,16_2,no,12
53,4,8_1,si,12
53,4,8_2,si,12
53,4,16_2,si,16
53,4,8_1,no,8
53,4,8_2,no,12
53,4,16_2,no,24
54,1,8_1,si,0
54,1,8_2,si,0
54,1,16_2,si,0
54,1,8_1,no,0
54,1,8_2,no,0
54,1,16_2,no,4
54,2,8_1,si,4
54,2,8_2,si,0
54,2,16_2,si,4
54,2,8_1,no,4
54,2,8_2,no,0
54,2,16_2,no,8
54,3,8_1,si,0
54,3,8_2,si,12
54,3,16_2,si,8
54,3,8_1,no,8
54,3,8_2,no,4
54,3,16_2,no,12
54,4,8_1,si,8
54,4,8_2,si,8
54,4,16_2,si,20
54,4,8_1,no,8
54,4,8_2,no,12
54,4,16_2,no,20
55,1,8_1,si,0
55,1,8_2,si,0
55,1,16_2,si,0
55,1,8_1,no,4
55,1,8_2,no,0
55,1,16_2,no,0
55,2,8_1,si,4
55,2,8_2,si,0
55,2,16_2,si,4
55,2,8_1,no,4
55,2,8_2,no,4
55,2,16_2,no,4
55,3,8_1,si,4
55,3,8_2,si,4
55,3,16_2,si,8
55,3,8_1,no,8
55,3,8_2,no,4
55,3,16_2,no,12
55,4,8_1,si,4
55,4,8_2,si,12
55,4,16_2,si,16
55,4,8_1,no,12
55,4,8_2,no,12
55,4,16_2,no,20
56,1,8_1,si,0
56,1,8_2,si,0
56,1,16_2,si,0
56,1,8_1,no,0
56,1,8_2,no,4
56,1,16_2,no,0
56,2,8_1,si,4
56,2,8_2,si,0
56,2,16_2,si,4
56,2,8_1,no,4
56,2,8_2,no,4
56,2,16_2,no,4
56,3,8_1,si,4
56,3,8_2,si,4
56,3,16_2,si,8
56,3,8_1,no,8
56,3,8_2,no,4
56,3,16_2,no,12
56,4,8_1,si,8
56,4,8_2,si,8
56,4,16_2,si,20
56,4,8_1,no,8
56,4,8_2,no,12
56,4,16_2,no,20
57,1,8_1,si,0
57,1,8_2,si,0
57,1,16_2,si,4
57,1,8_1,no,0
57,1,8_2,no,0
57,1,16_2,no,0
57,2,8_1,si,0
57,2,8_2,si,4
57,2,16_2,si,4
57,2,8_1,no,0
57,2,8_2,no,4
57,2,16_2,no,4
57,3,8_1,si,4
57,3,8_2,si,8
57,3,16_2,si,8
57,3,8_1,no,4
57,3,8_2,no,12
57,3,16_2,no,12
57,4,8_1,si,8
57,4,8_2,si,12
57,4,16_2,si,16
57,4,8_1,no,8
57,4,8_2,no,12
57,4,16_2,no,24
58,1,8_1,si,0
58,1,8_2,si,0
58,1,16_2,si,4
58,1,8_1,no,0
58,1,8_2,no,0
58,1,16_2,no,0
58,2,8_1,si,0
58,2,8_2,si,4
58,2,16_2,si,4
58,2,8_1,no,0
58,2,8_2,no,4
58,2,16_2,no,4
58,3,8_1,si,4
58,3,8_2,si,4
58,3,16_2,si,12
58,3,8_1,no,4
58,3,8_2,no,8
58,3,16_2,no,12
58,4,8_1,si,12
58,4,8_2,si,12
58,4,16_2,si,16
58,4,8_1,no,8
58,4,8_2,no,16
58,4,16_2,no,24
59,1,8_1,si,0
59,1,8_2,si,0
59,1,16_2,si,4
59,1,8_1,no,0
59,1,8_2,no,0
59,1,16_2,no,0
59,2,8_1,si,0
59,2,8_2,si,4
59,2,16_2,si,4
59,2,8_1,no,0
59,2,8_2,no,4
59,2,16_2,no,4
59,3,8_1,si,4
59,3,8_2,si,4
59,3,16_2,si,12
59,3,8_1,no,4
59,3,8_2,no,8
59,3,16_2,no,12
59,4,8_1,si,8
59,4,8_2,si,12
59,4,16_2,si,16
59,4,8_1,no,12
59,4,8_2,no,12
59,4,16_2,no,20
60,1,8_1,si,0
60,1,8_2,si,0
60,1,16_2,si,0
60,1,8_1,no,0
60,1,8_2,no,0
60,1,16_2,no,4
60,2,8_1,si,4
60,2,8_2,si,0
60,2,16_2,si,4
60,2,8_1,no,4
60,2,8_2,no,4
60,2,16_2,no,4
60,3,8_1,si,4
60,3,8_2,si,4
60,3,16_2,si,8
60,3,8_1,no,8
60,3,8_2,no,4
60,3,16_2,no,12
60,4,8_1,si,8
60,4,8_2,si,12
60,4,16_2,si,16
60,4,8_1,no,8
60,4,8_2,no,12
60,4,16_2,no,24
61,1,8_1,si,0
61,1,8_2,si,0
61,1,16_2,si,4
61,1,8_1,no,0
61,1,8_2,no,0
61,1,16_2,no,0
61,2,8_1,si,0
61,2,8_2,si,4
61,2,16_2,si,4
61,2,8_1,no,0
61,2,8_2,no,4
61,2,16_2,no,4
61,3,8_1,si,4
61,3,8_2,si,4
61,3,16_2,si,12
61,3,8_1,no,4
61,3,8_2,no,8
61,3,16_2,no,12
61,4,8_1,si,8
61,4,8_2,si,12
61,4,16_2,si,16
61,4,8_1,no,12
61,4,8_2,no,16
61,4,16_2,no,24
62,1,8_1,si,0
62,1,8_2,si,0
62,1,16_2,si,0
62,1,8_1,no,0
62,1,8_2,no,0
62,1,16_2,no,4
62,2,8_1,si,0
62,2,8_2,si,4
62,2,16_2,si,4
62,2,8_1,no,4
62,2,8_2,no,0
62,2,16_2,no,8
62,3,8_1,si,0
62,3,8_2,si,8
62,3,16_2,si,8
62,3,8_1,no,4
62,3,8_2,no,8
62,3,16_2,no,12
62,4,8_1,si,8
62,4,8_2,si,12
62,4,16_2,si,16
62,4,8_1,no,8
62,4,8_2,no,12
62,4,16_2,no,20
63,1,8_1,si,0
63,1,8_2,si,0
63,1,16_2,si,0
63,1,8_1,no,4
63,1,8_2,no,0
63,1,16_2,no,0
63,2,8_1,si,4
63,2,8_2,si,0
63,2,16_2,si,4
63,2,8_1,no,4
63,2,8_2,no,0
63,2,16_2,no,8
63,3,8_1,si,8
63,3,8_2,si,4
63,3,16_2,si,8
63,3,8_1,no,4
63,3,8_2,no,8
63,3,16_2,no,12
63,4,8_1,si,4
63,4,8_2,si,12
63,4,16_2,si,16
63,4,8_1,no,12
63,4,8_2,no,8
63,4,16_2,no,24
64,1,8_1,si,0
64,1,8_2,si,0
64,1,16_2,si,0
64,1,8_1,no,0
64,1,8_2,no,0
64,1,16_2,no,4
64,2,8_1,si,4
64,2,8_2,si,0
64,2,16_2,si,4
64,2,8_1,no,4
64,2,8_2,no,0
64,2,16_2,no,8
64,3,8_1,si,4
64,3,8_2,si,8
64,3,16_2,si,8
64,3,8_1,no,4
64,3,8_2,no,8
64,3,16_2,no,12
64,4,8_1,si,8
64,4,8_2,si,12
64,4,16_2,si,16
64,4,8_1,no,12
64,4,8_2,no,12
64,4,16_2,no,19
65,1,8_1,si,0
65,1,8_2,si,0
65,1,16_2,si,0
65,1,8_1,no,0
65,1,8_2,no,4
65,1,16_2,no,0
65,2,8_1,si,0
65,2,8_2,si,4
65,2,16_2,si,8
65,2,8_1,no,4
65,2,8_2,no,4
65,2,16_2,no,8
65,3,8_1,si,3
65,3,8_2,si,8
65,3,16_2,si,8
65,3,8_1,no,4
65,3,8_2,no,8
65,3,16_2,no,12
65,4,8_1,si,8
65,4,8_2,si,11
65,4,16_2,si,16
65,4,8_1,no,8
65,4,8_2,no,12
65,4,16_2,no,20
66,1,8_1,si,0
66,1,8_2,si,0
66,1,16_2,si,0
66,1,8_1,no,4
66,1,8_2,no,0
66,1,16_2,no,0
66,2,8_1,si,0
66,2,8_2,si,4
66,2,16_2,si,4
66,2,8_1,no,0
66,2,8_2,no,4
66,2,16_2,no,4
66,3,8_1,si,4
66,3,8_2,si,4
66,3,16_2,si,12
66,3,8_1,no,4
66,3,8_2,no,4
66,3,16_2,no,12
66,4,8_1,si,8
66,4,8_2,si,16
66,4,16_2,si,16
66,4,8_1,no,12
66,4,8_2,no,12
66,4,16_2,no,28
67,1,8_1,si,0
67,1,8_2,si,0
67,1,16_2,si,4
67,1,8_1,no,0
67,1,8_2,no,0
67,1,16_2,no,0
67,2,8_1,si,4
67,2,8_2,si,0
67,2,16_2,si,4
67,2,8_1,no,4
67,2,8_2,no,4
67,2,16_2,no,4
67,3,8_1,si,4
67,3,8_2,si,4
67,3,16_2,si,9
67,3,8_1,no,8
67,3,8_2,no,4
67,3,16_2,no,12
67,4,8_1,si,8
67,4,8_2,si,12
67,4,16_2,si,16
67,4,8_1,no,12
67,4,8_2,no,8
67,4,16_2,no,24
68,1,8_1,si,4
68,1,8_2,si,0
68,1,16_2,si,0
68,1,8_1,no,0
68,1,8_2,no,0
68,1,16_2,no,4
68,2,8_1,si,0
68,2,8_2,si,0
68,2,16_2,si,4
68,2,8_1,no,4
68,2,8_2,no,0
68,2,16_2,no,8
68,3,8_1,si,4
68,3,8_2,si,4
68,3,16_2,si,8
68,3,8_1,no,8
68,3,8_2,no,4
68,3,16_2,no,12
68,4,8_1,si,8
68,4,8_2,si,12
68,4,16_2,si,16
68,4,8_1,no,12
68,4,8_2,no,8
68,4,16_2,no,24
69,1,8_1,si,0
69,1,8_2,si,4
69,1,16_2,si,0
69,1,8_1,no,0
69,1,8_2,no,0
69,1,16_2,no,0
69,2,8_1,si,0
69,2,8_2,si,4
69,2,16_2,si,4
69,2,8_1,no,4
69,2,8_2,no,0
69,2,16_2,no,8
69,3,8_1,si,0
69,3,8_2,si,8
69,3,16_2,si,8
69,3,8_1,no,4
69,3,8_2,no,8
69,3,16_2,no,12
69,4,8_1,si,8
69,4,8_2,si,12
69,4,16_2,si,16
69,4,8_1,no,12
69,4,8_2,no,12
69,4,16_2,no,20
70,1,8_1,si,0
70,1,8_2,si,0
70,1,16_2,si,0
70,1,8_1,no,0
70,1,8_2,no,4
70,1,16_2,no,0
70,2,8_1,si,4
70,2,8_2,si,0
70,2,16_2,si,4
70,2,8_1,no,4
70,2,8_2,no,4
70,2,16_2,no,4
70,3,8_1,si,4
70,3,8_2,si,4
70,3,16_2,si,8
70,3,8_1,no,8
70,3,8_2,no,4
70,3,16_2,no,12
70,4,8_1,si,8
70,4,8_2,si,12
70,4,16_2,si,16
70,4,8_1,no,12
70,4,8_2,no,8
70,4,16_2,no,24
71,1,8_1,si,0
71,1,8_2,si,0
71,1,16_2,si,4
71,1,8_1,no,0
71,1,8_2,no,0
71,1,16_2,no,0
71,2,8_1,si,0
71,2,8_2,si,4
71,2,16_2,si,4
71,2,8_1,no,0
71,2,8_2,no,4
71,2,16_2,no,4
71,3,8_1,si,4
71,3,8_2,si,4
71,3,16_2,si,12
71,3,8_1,no,4
71,3,8_2,no,4
71,3,16_2,no,12
71,4,8_1,si,12
71,4,8_2,si,28
71,4,16_2,si,24
71,4,8_1,no,20
71,4,8_2,no,16
71,4,16_2,no,24
72,1,8_1,si,4
72,1,8_2,si,0
72,1,16_2,si,0
72,1,8_1,no,0
72,1,8_2,no,0
72,1,16_2,no,4
72,2,8_1,si,0
72,2,8_2,si,4
72,2,16_2,si,4
72,2,8_1,no,4
72,2,8_2,no,4
72,2,16_2,no,4
72,3,8_1,si,4
72,3,8_2,si,8
72,3,16_2,si,12
72,3,8_1,no,8
72,3,8_2,no,8
72,3,16_2,no,12
72,4,8_1,si,8
72,4,8_2,si,12
72,4,16_2,si,20
72,4,8_1,no,8
72,4,8_2,no,12
72,4,16_2,no,28
73,1,8_1,si,0
73,1,8_2,si,0
73,1,16_2,si,0
73,1,8_1,no,0
73,1,8_2,no,4
73,1,16_2,no,0
73,2,8_1,si,4
73,2,8_2,si,0
73,2,16_2,si,8
73,2,8_1,no,0
73,2,8_2,no,4
73,2,16_2,no,4
73,3,8_1,si,4
73,3,8_2,si,4
73,3,16_2,si,8
73,3,8_1,no,8
73,3,8_2,no,4
73,3,16_2,no,16
73,4,8_1,si,12
73,4,8_2,si,8
73,4,16_2,si,20
73,4,8_1,no,8
73,4,8_2,no,12
73,4,16_2,no,24
74,1,8_1,si,4
74,1,8_2,si,0
74,1,16_2,si,0
74,1,8_1,no,0
74,1,8_2,no,0
74,1,16_2,no,4
74,2,8_1,si,0
74,2,8_2,si,4
74,2,16_2,si,4
74,2,8_1,no,0
74,2,8_2,no,4
74,2,16_2,no,4
74,3,8_1,si,4
74,3,8_2,si,4
74,3,16_2,si,8
74,3,8_1,no,8
74,3,8_2,no,8
74,3,16_2,no,20
74,4,8_1,si,8
74,4,8_2,si,12
74,4,16_2,si,16
74,4,8_1,no,12
74,4,8_2,no,12
74,4,16_2,no,24
75,1,8_1,si,0
75,1,8_2,si,0
75,1,16_2,si,0
75,1,8_1,no,0
75,1,8_2,no,0
75,1,16_2,no,4
75,2,8_1,si,4
75,2,8_2,si,0
75,2,16_2,si,4
75,2,8_1,no,4
75,2,8_2,no,4
75,2,16_2,no,4
75,3,8_1,si,4
75,3,8_2,si,4
75,3,16_2,si,12
75,3,8_1,no,4
75,3,8_2,no,8
75,3,16_2,no,12
75,4,8_1,si,8
75,4,8_2,si,12
75,4,16_2,si,25
75,4,8_1,no,15
75,4,8_2,no,12
75,4,16_2,no,36
76,1,8_1,si,0
76,1,8_2,si,0
76,1,16_2,si,4
76,1,8_1,no,0
76,1,8_2,no,0
76,1,16_2,no,4
76,2,8_1,si,0
76,2,8_2,si,4
76,2,16_2,si,4
76,2,8_1,no,4
76,2,8_2,no,4
76,2,16_2,no,4
76,3,8_1,si,4
76,3,8_2,si,8
76,3,16_2,si,8
76,3,8_1,no,8
76,3,8_2,no,8
76,3,16_2,no,12
76,4,8_1,si,8
76,4,8_2,si,12
76,4,16_2,si,20
76,4,8_1,no,12
76,4,8_2,no,20
76,4,16_2,no,28
77,1,8_1,si,0
77,1,8_2,si,0
77,1,16_2,si,0
77,1,8_1,no,0
77,1,8_2,no,0
77,1,16_2,no,4
77,2,8_1,si,4
77,2,8_2,si,4
77,2,16_2,si,4
77,2,8_1,no,4
77,2,8_2,no,0
77,2,16_2,no,8
77,3,8_1,si,4
77,3,8_2,si,8
77,3,16_2,si,8
77,3,8_1,no,8
77,3,8_2,no,12
77,3,16_2,no,12
77,4,8_1,si,12
77,4,8_2,si,16
77,4,16_2,si,24
77,4,8_1,no,12
77,4,8_2,no,12
77,4,16_2,no,28
78,1,8_1,si,0
78,1,8_2,si,0
78,1,16_2,si,4
78,1,8_1,no,0
78,1,8_2,no,0
78,1,16_2,no,0
78,2,8_1,si,4
78,2,8_2,si,4
78,2,16_2,si,4
78,2,8_1,no,4
78,2,8_2,no,4
78,2,16_2,no,8
78,3,8_1,si,4
78,3,8_2,si,8
78,3,16_2,si,8
78,3,8_1,no,8
78,3,8_2,no,12
78,3,16_2,no,12
78,4,8_1,si,4
78,4,8_2,si,16
78,4,16_2,si,17
78,4,8_1,no,11
78,4,8_2,no,16
78,4,16_2,no,24
79,1,8_1,si,0
79,1,8_2,si,0
79,1,16_2,si,4
79,1,8_1,no,0
79,1,8_2,no,0
79,1,16_2,no,0
79,2,8_1,si,4
79,2,8_2,si,4
79,2,16_2,si,4
79,2,8_1,no,4
79,2,8_2,no,4
79,2,16_2,no,8
79,3,8_1,si,4
79,3,8_2,si,8
79,3,16_2,si,8
79,3,8_1,no,8
79,3,8_2,no,12
79,3,16_2,no,12
79,4,8_1,si,8
79,4,8_2,si,12
79,4,16_2,si,20
79,4,8_1,no,20
79,4,8_2,no,16
79,4,16_2,no,32
80,1,8_1,si,0
80,1,8_2,si,0
80,1,16_2,si,4
80,1,8_1,no,0
80,1,8_2,no,0
80,1,16_2,no,0
80,2,8_1,si,0
80,2,8_2,si,4
80,2,16_2,si,8
80,2,8_1,no,0
80,2,8_2,no,4
80,2,16_2,no,8
80,3,8_1,si,4
80,3,8_2,si,4
80,3,16_2,si,8
80,3,8_1,no,8
80,3,8_2,no,4
80,3,16_2,no,16
80,4,8_1,si,8
80,4,8_2,si,16
80,4,16_2,si,20
80,4,8_1,no,28
80,4,8_2,no,16
80,4,16_2,no,24
81,1,8_1,si,0
81,1,8_2,si,0
81,1,16_2,si,4
81,1,8_1,no,0
81,1,8_2,no,0
81,1,16_2,no,4
81,2,8_1,si,4
81,2,8_2,si,0
81,2,16_2,si,4
81,2,8_1,no,4
81,2,8_2,no,4
81,2,16_2,no,4
81,3,8_1,si,4
81,3,8_2,si,8
81,3,16_2,si,8
81,3,8_1,no,4
81,3,8_2,no,8
81,3,16_2,no,12
81,4,8_1,si,8
81,4,8_2,si,12
81,4,16_2,si,16
81,4,8_1,no,12
81,4,8_2,no,12
81,4,16_2,no,20
82,1,8_1,si,4
82,1,8_2,si,0
82,1,16_2,si,0
82,1,8_1,no,0
82,1,8_2,no,0
82,1,16_2,no,4
82,2,8_1,si,0
82,2,8_2,si,4
82,2,16_2,si,4
82,2,8_1,no,4
82,2,8_2,no,0
82,2,16_2,no,8
82,3,8_1,si,4
82,3,8_2,si,4
82,3,16_2,si,12
82,3,8_1,no,8
82,3,8_2,no,4
82,3,16_2,no,16
82,4,8_1,si,8
82,4,8_2,si,12
82,4,16_2,si,20
82,4,8_1,no,8
82,4,8_2,no,12
82,4,16_2,no,24
83,1,8_1,si,4
83,1,8_2,si,0
83,1,16_2,si,0
83,1,8_1,no,0
83,1,8_2,no,0
83,1,16_2,no,4
83,2,8_1,si,0
83,2,8_2,si,4
83,2,16_2,si,4
83,2,8_1,no,0
83,2,8_2,no,4
83,2,16_2,no,4
83,3,8_1,si,4
83,3,8_2,si,8
83,3,16_2,si,8
83,3,8_1,no,8
83,3,8_2,no,8
83,3,16_2,no,12
83,4,8_1,si,4
83,4,8_2,si,16
83,4,16_2,si,16
83,4,8_1,no,12
83,4,8_2,no,12
83,4,16_2,no,24
84,1,8_1,si,0
84,1,8_2,si,0
84,1,16_2,si,0
84,1,8_1,no,0
84,1,8_2,no,4
84,1,16_2,no,0
84,2,8_1,si,0
84,2,8_2,si,4
84,2,16_2,si,4
84,2,8_1,no,4
84,2,8_2,no,0
84,2,16_2,no,8
84,3,8_1,si,8
84,3,8_2,si,4
84,3,16_2,si,12
84,3,8_1,no,8
84,3,8_2,no,12
84,3,16_2,no,12
84,4,8_1,si,8
84,4,8_2,si,12
84,4,16_2,si,20
84,4,8_1,no,8
84,4,8_2,no,12
84,4,16_2,no,24
85,1,8_1,si,0
85,1,8_2,si,0
85,1,16_2,si,0
85,1,8_1,no,0
85,1,8_2,no,4
85,1,16_2,no,0
85,2,8_1,si,0
85,2,8_2,si,4
85,2,16_2,si,4
85,2,8_1,no,0
85,2,8_2,no,4
85,2,16_2,no,4
85,3,8_1,si,4
85,3,8_2,si,8
85,3,16_2,si,12
85,3,8_1,no,8
85,3,8_2,no,8
85,3,16_2,no,12
85,4,8_1,si,8
85,4,8_2,si,8
85,4,16_2,si,16
85,4,8_1,no,12
85,4,8_2,no,12
85,4,16_2,no,20
86,1,8_1,si,0
86,1,8_2,si,0
86,1,16_2,si,4
86,1,8_1,no,0
86,1,8_2,no,0
86,1,16_2,no,0
86,2,8_1,si,0
86,2,8_2,si,4
86,2,16_2,si,4
86,2,8_1,no,0
86,2,8_2,no,4
86,2,16_2,no,8
86,3,8_1,si,0
86,3,8_2,si,0
86,3,16_2,si,16
86,3,8_1,no,0
86,3,8_2,no,15
86,3,16_2,no,16
86,4,8_1,si,0
86,4,8_2,si,16
86,4,16_2,si,31
86,4,8_1,no,0
86,4,8_2,no,16
86,4,16_2,no,15
87,1,8_1,si,0
87,1,8_2,si,0
87,1,16_2,si,0
87,1,8_1,no,0
87,1,8_2,no,0
87,1,16_2,no,0
87,2,8_1,si,0
87,2,8_2,si,0
87,2,16_2,si,0
87,2,8_1,no,16
87,2,8_2,no,0
87,2,16_2,no,0
87,3,8_1,si,0
87,3,8_2,si,0
87,3,16_2,si,15
87,3,8_1,no,0
87,3,8_2,no,16
87,3,16_2,no,15
87,4,8_1,si,16
87,4,8_2,si,0
87,4,16_2,si,15
87,4,8_1,no,16
87,4,8_2,no,16
87,4,16_2,no,15
88,1,8_1,si,0
88,1,8_2,si,16
88,1,16_2,si,0
88,1,8_1,no,0
88,1,8_2,no,0
88,1,16_2,no,0
88,2,8_1,si,0
88,2,8_2,si,4
88,2,16_2,si,4
88,2,8_1,no,0
88,2,8_2,no,4
88,2,16_2,no,4
88,3,8_1,si,4
88,3,8_2,si,4
88,3,16_2,si,12
88,3,8_1,no,4
88,3,8_2,no,4
88,3,16_2,no,16
88,4,8_1,si,8
88,4,8_2,si,8
88,4,16_2,si,16
88,4,8_1,no,12
88,4,8_2,no,12
88,4,16_2,no,20
89,1,8_1,si,0
89,1,8_2,si,0
89,1,16_2,si,0
89,1,8_1,no,4
89,1,8_2,no,0
89,1,16_2,no,0
89,2,8_1,si,4
89,2,8_2,si,0
89,2,16_2,si,4
89,2,8_1,no,4
89,2,8_2,no,4
89,2,16_2,no,4
89,3,8_1,si,4
89,3,8_2,si,4
89,3,16_2,si,8
89,3,8_1,no,8
89,3,8_2,no,4
89,3,16_2,no,12
89,4,8_1,si,8
89,4,8_2,si,12
89,4,16_2,si,16
89,4,8_1,no,12
89,4,8_2,no,16
89,4,16_2,no,20
90,1,8_1,si,0
90,1,8_2,si,0
90,1,16_2,si,0
90,1,8_1,no,4
90,1,8_2,no,0
90,1,16_2,no,0
90,2,8_1,si,0
90,2,8_2,si,4
90,2,16_2,si,4
90,2,8_1,no,0
90,2,8_2,no,4
90,2,16_2,no,4
90,3,8_1,si,4
90,3,8_2,si,4
90,3,16_2,si,12
90,3,8_1,no,4
90,3,8_2,no,4
90,3,16_2,no,12
90,4,8_1,si,4
90,4,8_2,si,12
90,4,16_2,si,16
90,4,8_1,no,12
90,4,8_2,no,12
90,4,16_2,no,24
91,1,8_1,si,0
91,1,8_2,si,0
91,1,16_2,si,0
91,1,8_1,no,0
91,1,8_2,no,0
91,1,16_2,no,4
91,2,8_1,si,4
91,2,8_2,si,0
91,2,16_2,si,4
91,2,8_1,no,4
91,2,8_2,no,0
91,2,16_2,no,8
91,3,8_1,si,4
91,3,8_2,si,4
91,3,16_2,si,8
91,3,8_1,no,8
91,3,8_2,no,4
91,3,16_2,no,12
91,4,8_1,si,8
91,4,8_2,si,12
91,4,16_2,si,16
91,4,8_1,no,12
91,4,8_2,no,8
91,4,16_2,no,24
92,1,8_1,si,4
92,1,8_2,si,0
92,1,16_2,si,0
92,1,8_1,no,0
92,1,8_2,no,0
92,1,16_2,no,4
92,2,8_1,si,0
92,2,8_2,si,4
92,2,16_2,si,4
92,2,8_1,no,4
92,2,8_2,no,0
92,2,16_2,no,8
92,3,8_1,si,4
92,3,8_2,si,4
92,3,16_2,si,12
92,3,8_1,no,4
92,3,8_2,no,8
92,3,16_2,no,12
92,4,8_1,si,4
92,4,8_2,si,12
92,4,16_2,si,16
92,4,8_1,no,12
92,4,8_2,no,12
92,4,16_2,no,20
93,1,8_1,si,0
93,1,8_2,si,0
93,1,16_2,si,0
93,1,8_1,no,0
93,1,8_2,no,0
93,1,16_2,no,4
93,2,8_1,si,0
93,2,8_2,si,4
93,2,16_2,si,4
93,2,8_1,no,4
93,2,8_2,no,0
93,2,16_2,no,8
93,3,8_1,si,4
93,3,8_2,si,8
93,3,16_2,si,8
93,3,8_1,no,4
93,3,8_2,no,8
93,3,16_2,no,12
93,4,8_1,si,12
93,4,8_2,si,8
93,4,16_2,si,20
93,4,8_1,no,8
93,4,8_2,no,12
93,4,16_2,no,20
94,1,8_1,si,0
94,1,8_2,si,0
94,1,16_2,si,4
94,1,8_1,no,0
94,1,8_2,no,0
94,1,16_2,no,0
94,2,8_1,si,0
94,2,8_2,si,4
94,2,16_2,si,4
94,2,8_1,no,0
94,2,8_2,no,4
94,2,16_2,no,8
94,3,8_1,si,4
94,3,8_2,si,4
94,3,16_2,si,12
94,3,8_1,no,4
94,3,8_2,no,4
94,3,16_2,no,12
94,4,8_1,si,8
94,4,8_2,si,8
94,4,16_2,si,20
94,4,8_1,no,8
94,4,8_2,no,12
94,4,16_2,no,20
95,1,8_1,si,0
95,1,8_2,si,0
95,1,16_2,si,0
95,1,8_1,no,4
95,1,8_2,no,0
95,1,16_2,no,0
95,2,8_1,si,4
95,2,8_2,si,0
95,2,16_2,si,4
95,2,8_1,no,4
95,2,8_2,no,4
95,2,16_2,no,4
95,3,8_1,si,4
95,3,8_2,si,4
95,3,16_2,si,12
95,3,8_1,no,4
95,3,8_2,no,8
95,3,16_2,no,12
95,4,8_1,si,8
95,4,8_2,si,8
95,4,16_2,si,16
95,4,8_1,no,12
95,4,8_2,no,12
95,4,16_2,no,20
96,1,8_1,si,0
96,1,8_2,si,0
96,1,16_2,si,0
96,1,8_1,no,0
