tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.4062626361846924
1,8_2,si,0.452517032623291
1,16_2,si,0.45827579498291016
1,8_1,no,0.4060854911804199
1,8_2,no,0.4545717239379883
1,16_2,no,0.45980405807495117
2,8_1,si,1.6771233081817627
2,8_2,si,1.8652527332305908
2,16_2,si,1.8803589344024658
2,8_1,no,1.6684916019439697
2,8_2,no,1.8676772117614746
2,16_2,no,1.8866350650787354
3,8_1,si,3.7905960083007812
3,8_2,si,4.298875093460083
3,16_2,si,4.316371202468872
3,8_1,no,3.770494222640991
3,8_2,no,4.242054462432861
3,16_2,no,4.268198013305664
4,8_1,si,6.797199487686157
4,8_2,si,7.787351846694946
4,16_2,si,7.678302049636841
4,8_1,no,6.930464744567871
4,8_2,no,7.654407262802124
4,16_2,no,7.711770534515381
