tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.40524935722351074
1,8_2,si,0.456453800201416
1,16_2,si,0.460585355758667
1,8_1,no,0.4094393253326416
1,8_2,no,0.4549107551574707
1,16_2,no,0.4606208801269531
2,8_1,si,1.6787123680114746
2,8_2,si,1.8907785415649414
2,16_2,si,1.8775677680969238
2,8_1,no,1.6787374019622803
2,8_2,no,1.8819706439971924
2,16_2,no,1.8904411792755127
3,8_1,si,3.787917137145996
3,8_2,si,4.263667106628418
3,16_2,si,4.295814752578735
3,8_1,no,3.8139636516571045
3,8_2,no,4.266588449478149
3,16_2,no,4.29045295715332
4,8_1,si,6.83867073059082
4,8_2,si,7.615184545516968
4,16_2,si,7.6148364543914795
4,8_1,no,6.812024354934692
4,8_2,no,7.6181628704071045
4,16_2,no,7.683870792388916
