tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.40965867042541504
1,8_2,si,0.46356725692749023
1,16_2,si,0.4615819454193115
1,8_1,no,0.4110994338989258
1,8_2,no,0.46309661865234375
1,16_2,no,0.4690430164337158
2,8_1,si,1.6941239833831787
2,8_2,si,1.9053971767425537
2,16_2,si,1.9169223308563232
2,8_1,no,1.6973037719726562
2,8_2,no,1.9040937423706055
2,16_2,no,1.9254746437072754
3,8_1,si,3.849154472351074
3,8_2,si,4.313212156295776
3,16_2,si,4.327681541442871
3,8_1,no,3.8408336639404297
3,8_2,no,4.324626922607422
3,16_2,no,4.346558570861816
4,8_1,si,6.866706371307373
4,8_2,si,7.720158815383911
4,16_2,si,7.720359802246094
4,8_1,no,6.876766204833984
4,8_2,no,7.705333709716797
4,16_2,no,7.818230152130127
