tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.4225196838378906
1,8_2,si,0.4642064571380615
1,16_2,si,0.45815205574035645
1,8_1,no,0.4093334674835205
1,8_2,no,0.45552802085876465
1,16_2,no,0.4712848663330078
2,8_1,si,1.6683359146118164
2,8_2,si,1.8780970573425293
2,16_2,si,1.8807244300842285
2,8_1,no,1.6759495735168457
2,8_2,no,1.876079797744751
2,16_2,no,1.9057965278625488
3,8_1,si,3.7863810062408447
3,8_2,si,4.26160454750061
3,16_2,si,4.383444309234619
3,8_1,no,3.872713088989258
3,8_2,no,4.280080318450928
3,16_2,no,4.392126083374023
4,8_1,si,6.877101421356201
4,8_2,si,7.732049226760864
4,16_2,si,7.758686304092407
4,8_1,no,6.954888820648193
4,8_2,no,7.6789915561676025
4,16_2,no,7.777128458023071
