tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.404407262802124
1,8_2,si,0.45324182510375977
1,16_2,si,0.45679593086242676
1,8_1,no,0.4058222770690918
1,8_2,no,0.45561671257019043
1,16_2,no,0.45941734313964844
2,8_1,si,1.662383794784546
2,8_2,si,1.8625943660736084
2,16_2,si,1.875549554824829
2,8_1,no,1.6753695011138916
2,8_2,no,1.8581392765045166
2,16_2,no,1.8835117816925049
3,8_1,si,3.9334192276000977
3,8_2,si,4.268877983093262
3,16_2,si,4.360341310501099
3,8_1,no,3.9027857780456543
3,8_2,no,4.343172788619995
3,16_2,no,4.288617372512817
4,8_1,si,6.787533283233643
4,8_2,si,7.606968879699707
4,16_2,si,7.706019639968872
4,8_1,no,6.8415327072143555
4,8_2,no,7.628406524658203
4,16_2,no,7.669457197189331
