tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.4083364009857178
1,8_2,si,0.4646589756011963
1,16_2,si,0.4660975933074951
1,8_1,no,0.41036224365234375
1,8_2,no,0.46453118324279785
1,16_2,no,0.46947383880615234
2,8_1,si,1.68442964553833
2,8_2,si,1.8910362720489502
2,16_2,si,1.897242546081543
2,8_1,no,1.6886651515960693
2,8_2,no,1.8998141288757324
2,16_2,no,1.931257963180542
3,8_1,si,3.8559410572052
3,8_2,si,4.3346476554870605
3,16_2,si,4.322115421295166
3,8_1,no,3.88158917427063
3,8_2,no,4.328938961029053
3,16_2,no,4.358712673187256
4,8_1,si,6.924461364746094
4,8_2,si,7.751412630081177
4,16_2,si,7.754710912704468
4,8_1,no,6.8965654373168945
4,8_2,no,7.747312307357788
4,16_2,no,7.807171106338501
