tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.40759873390197754
1,8_2,si,0.45597219467163086
1,16_2,si,0.4591546058654785
1,8_1,no,0.4064064025878906
1,8_2,no,0.455399751663208
1,16_2,no,0.46241021156311035
2,8_1,si,1.673218011856079
2,8_2,si,1.8818140029907227
2,16_2,si,1.8789551258087158
2,8_1,no,1.6732778549194336
2,8_2,no,1.8631653785705566
2,16_2,no,1.8893167972564697
3,8_1,si,3.868553638458252
3,8_2,si,4.278646945953369
3,16_2,si,4.293617486953735
3,8_1,no,3.827439546585083
3,8_2,no,4.248801231384277
3,16_2,no,4.31938624382019
4,8_1,si,6.799550294876099
4,8_2,si,7.601755380630493
4,16_2,si,7.6639885902404785
4,8_1,no,6.807027816772461
4,8_2,no,7.621428728103638
4,16_2,no,7.7725043296813965
