tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.410564661026001
1,8_2,si,0.45905399322509766
1,16_2,si,0.4634525775909424
1,8_1,no,0.4101743698120117
1,8_2,no,0.45829319953918457
1,16_2,no,0.4644629955291748
2,8_1,si,1.6902992725372314
2,8_2,si,1.895263671875
2,16_2,si,1.9066565036773682
2,8_1,no,1.692049264907837
2,8_2,no,1.9033052921295166
2,16_2,no,1.9353694915771484
3,8_1,si,3.8567423820495605
3,8_2,si,4.3237223625183105
3,16_2,si,4.344236135482788
3,8_1,no,3.867758274078369
3,8_2,no,4.317979335784912
3,16_2,no,4.338168621063232
4,8_1,si,6.9003660678863525
4,8_2,si,7.771841764450073
4,16_2,si,7.735311508178711
4,8_1,no,6.862241506576538
4,8_2,no,7.707396984100342
4,16_2,no,7.787402153015137
