tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.9143624305725098
1,8_2,si,0.962155818939209
1,16_2,si,0.9722471237182617
1,8_1,no,0.9154410362243652
1,8_2,no,0.9622664451599121
1,16_2,no,0.9973092079162598
2,8_1,si,3.794858455657959
2,8_2,si,4.012292385101318
2,16_2,si,4.014244079589844
2,8_1,no,3.813086748123169
2,8_2,no,3.998943328857422
2,16_2,no,3.995568037033081
3,8_1,si,8.553561925888062
3,8_2,si,8.990893363952637
3,16_2,si,9.0335853099823
3,8_1,no,8.500091552734375
3,8_2,no,9.058969259262085
3,16_2,no,9.081792831420898
4,8_1,si,15.202729225158691
4,8_2,si,16.143301486968994
4,16_2,si,16.14483070373535
4,8_1,no,15.31019902229309
4,8_2,no,16.04033374786377
4,16_2,no,16.161309719085693
