tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.41371750831604004
1,8_2,si,0.46117377281188965
1,16_2,si,0.4658846855163574
1,8_1,no,0.40644049644470215
1,8_2,no,0.45824551582336426
1,16_2,no,0.4634544849395752
2,8_1,si,1.6899752616882324
2,8_2,si,1.8917546272277832
2,16_2,si,1.8944406509399414
2,8_1,no,1.693206548690796
2,8_2,no,1.8879475593566895
2,16_2,no,1.9052369594573975
3,8_1,si,3.839707374572754
3,8_2,si,4.324902057647705
3,16_2,si,4.3401947021484375
3,8_1,no,3.8505947589874268
3,8_2,no,4.340741395950317
3,16_2,no,4.3768086433410645
4,8_1,si,6.903851747512817
4,8_2,si,7.769567251205444
4,16_2,si,7.749143362045288
4,8_1,no,6.90200400352478
4,8_2,no,7.738760232925415
4,16_2,no,7.835730791091919
