tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.4039127826690674
1,8_2,si,0.45491647720336914
1,16_2,si,0.4571528434753418
1,8_1,no,0.4051802158355713
1,8_2,no,0.4538595676422119
1,16_2,no,0.45398402214050293
2,8_1,si,1.6671967506408691
2,8_2,si,1.8567471504211426
2,16_2,si,1.8632490634918213
2,8_1,no,1.6636698246002197
2,8_2,no,1.8604645729064941
2,16_2,no,1.8894569873809814
3,8_1,si,3.807431936264038
3,8_2,si,4.249105930328369
3,16_2,si,4.246919870376587
3,8_1,no,3.7709293365478516
3,8_2,no,4.27165961265564
3,16_2,no,4.277378082275391
4,8_1,si,6.866970539093018
4,8_2,si,7.555043697357178
4,16_2,si,7.579915523529053
4,8_1,no,6.77035927772522
4,8_2,no,7.577576398849487
4,16_2,no,7.767885208129883
