tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.4098184108734131
1,8_2,si,0.4627959728240967
1,16_2,si,0.4645240306854248
1,8_1,no,0.40995240211486816
1,8_2,no,0.4603996276855469
1,16_2,no,0.4645721912384033
2,8_1,si,1.6837639808654785
2,8_2,si,1.9102590084075928
2,16_2,si,1.9116241931915283
2,8_1,no,1.7020268440246582
2,8_2,no,1.8997983932495117
2,16_2,no,1.9252071380615234
3,8_1,si,3.8197038173675537
3,8_2,si,4.33196234703064
3,16_2,si,4.339761734008789
3,8_1,no,3.8704874515533447
3,8_2,no,4.3598761558532715
3,16_2,no,4.375775098800659
4,8_1,si,6.86254620552063
4,8_2,si,7.745286703109741
4,16_2,si,7.733299493789673
4,8_1,no,6.878428220748901
4,8_2,no,7.725323915481567
4,16_2,no,7.787272930145264
