tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.4109034538269043
1,8_2,si,0.4611802101135254
1,16_2,si,0.46622347831726074
1,8_1,no,0.4090890884399414
1,8_2,no,0.4595212936401367
1,16_2,no,0.46808362007141113
2,8_1,si,1.6863031387329102
2,8_2,si,1.890653371810913
2,16_2,si,1.9222354888916016
2,8_1,no,1.7070457935333252
2,8_2,no,1.8983409404754639
2,16_2,no,1.950610876083374
3,8_1,si,3.8372976779937744
3,8_2,si,4.328593492507935
3,16_2,si,4.420968294143677
3,8_1,no,3.8696389198303223
3,8_2,no,4.327402353286743
3,16_2,no,4.439157724380493
4,8_1,si,6.905343294143677
4,8_2,si,7.70805287361145
4,16_2,si,7.769104480743408
4,8_1,no,6.887606382369995
4,8_2,no,7.710094928741455
4,16_2,no,7.879887104034424
