tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.40552806854248047
1,8_2,si,0.4546365737915039
1,16_2,si,0.4593241214752197
1,8_1,no,0.40525150299072266
1,8_2,no,0.4556610584259033
1,16_2,no,0.46008872985839844
2,8_1,si,1.6799566745758057
2,8_2,si,1.8712177276611328
2,16_2,si,1.895226240158081
2,8_1,no,1.6822292804718018
2,8_2,no,1.8781204223632812
2,16_2,no,1.898716688156128
3,8_1,si,3.8089001178741455
3,8_2,si,4.358286142349243
3,16_2,si,4.456054925918579
3,8_1,no,3.778330087661743
3,8_2,no,4.2497804164886475
3,16_2,no,4.264620304107666
4,8_1,si,6.870840549468994
4,8_2,si,7.582734107971191
4,16_2,si,7.610036373138428
4,8_1,no,6.761541366577148
4,8_2,no,7.5648887157440186
4,16_2,no,7.676314115524292
