tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.4045252799987793
1,8_2,si,0.4523191452026367
1,16_2,si,0.4661827087402344
1,8_1,no,0.4179861545562744
1,8_2,no,0.4703867435455322
1,16_2,no,0.46601057052612305
2,8_1,si,1.6781182289123535
2,8_2,si,1.8674390316009521
2,16_2,si,1.8732521533966064
2,8_1,no,1.6758687496185303
2,8_2,no,1.8697245121002197
2,16_2,no,1.8872766494750977
3,8_1,si,3.814927339553833
3,8_2,si,4.258071184158325
3,16_2,si,4.308350324630737
3,8_1,no,3.86453914642334
3,8_2,no,4.33795428276062
3,16_2,no,4.394975185394287
4,8_1,si,6.812513828277588
4,8_2,si,7.590578317642212
4,16_2,si,7.632861375808716
4,8_1,no,6.876315355300903
4,8_2,no,7.689466953277588
4,16_2,no,7.758076429367065
