tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.40713047981262207
1,8_2,si,0.45334291458129883
1,16_2,si,0.45685577392578125
1,8_1,no,0.40627098083496094
1,8_2,no,0.45651721954345703
1,16_2,no,0.460965633392334
2,8_1,si,1.668078899383545
2,8_2,si,1.8686752319335938
2,16_2,si,1.874830961227417
2,8_1,no,1.674818754196167
2,8_2,no,1.8620491027832031
2,16_2,no,1.8847084045410156
3,8_1,si,3.798053503036499
3,8_2,si,4.302883863449097
3,16_2,si,4.263749361038208
3,8_1,no,3.780123710632324
3,8_2,no,4.228217840194702
3,16_2,no,4.279612302780151
4,8_1,si,6.793680429458618
4,8_2,si,7.815783977508545
4,16_2,si,7.687770128250122
4,8_1,no,6.8294148445129395
4,8_2,no,7.626330614089966
4,16_2,no,7.713462591171265
