tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.4104156494140625
1,8_2,si,0.4615590572357178
1,16_2,si,0.4627869129180908
1,8_1,no,0.4083259105682373
1,8_2,no,0.46173810958862305
1,16_2,no,0.46688246726989746
2,8_1,si,1.6905796527862549
2,8_2,si,1.9007234573364258
2,16_2,si,1.914158582687378
2,8_1,no,1.6748981475830078
2,8_2,no,1.8718645572662354
2,16_2,no,1.8986537456512451
3,8_1,si,3.8576321601867676
3,8_2,si,4.3259665966033936
3,16_2,si,4.318608522415161
3,8_1,no,3.747081756591797
3,8_2,no,4.214524269104004
3,16_2,no,4.2793474197387695
4,8_1,si,6.7543556690216064
4,8_2,si,7.671086072921753
4,16_2,si,7.654096841812134
4,8_1,no,6.8813512325286865
4,8_2,no,7.629351854324341
4,16_2,no,7.702512741088867
