tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.4098827838897705
1,8_2,si,0.4602203369140625
1,16_2,si,0.4637284278869629
1,8_1,no,0.40904831886291504
1,8_2,no,0.4606189727783203
1,16_2,no,0.4652822017669678
2,8_1,si,1.6903564929962158
2,8_2,si,1.9032645225524902
2,16_2,si,1.905714750289917
2,8_1,no,1.6982383728027344
2,8_2,no,1.8987934589385986
2,16_2,no,1.9186656475067139
3,8_1,si,3.8741164207458496
3,8_2,si,4.3362908363342285
3,16_2,si,4.355268478393555
3,8_1,no,3.8530235290527344
3,8_2,no,4.332571029663086
3,16_2,no,4.372138977050781
4,8_1,si,6.897125959396362
4,8_2,si,7.70151948928833
4,16_2,si,7.726294994354248
4,8_1,no,6.882488250732422
4,8_2,no,7.755916357040405
4,16_2,no,7.8275744915008545
