tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.40844297409057617
1,8_2,si,0.4542512893676758
1,16_2,si,0.458784818649292
1,8_1,no,0.40656352043151855
1,8_2,no,0.4563479423522949
1,16_2,no,0.46272897720336914
2,8_1,si,1.6518313884735107
2,8_2,si,1.9710519313812256
2,16_2,si,1.8679659366607666
2,8_1,no,1.6653892993927002
2,8_2,no,1.8681888580322266
2,16_2,no,1.9006385803222656
3,8_1,si,3.8995449542999268
3,8_2,si,4.378722429275513
3,16_2,si,4.303055286407471
3,8_1,no,3.82425856590271
3,8_2,no,4.278341054916382
3,16_2,no,4.324954271316528
4,8_1,si,6.819005727767944
4,8_2,si,7.576640844345093
4,16_2,si,7.65862774848938
4,8_1,no,6.834812164306641
4,8_2,no,7.6444411277771
4,16_2,no,7.701408624649048
