tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.40512609481811523
1,8_2,si,0.45574188232421875
1,16_2,si,0.4568300247192383
1,8_1,no,0.40633678436279297
1,8_2,no,0.4551045894622803
1,16_2,no,0.45971083641052246
2,8_1,si,1.6631486415863037
2,8_2,si,1.8657333850860596
2,16_2,si,1.8767340183258057
2,8_1,no,1.6672511100769043
2,8_2,no,1.8639557361602783
2,16_2,no,1.8936991691589355
3,8_1,si,3.8292014598846436
3,8_2,si,4.2659571170806885
3,16_2,si,4.2828991413116455
3,8_1,no,3.814790964126587
3,8_2,no,4.246939659118652
3,16_2,no,4.272164344787598
4,8_1,si,6.785195350646973
4,8_2,si,7.616898775100708
4,16_2,si,7.690660238265991
4,8_1,no,6.84616231918335
4,8_2,no,7.60032844543457
4,16_2,no,7.730359792709351
