tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.4052729606628418
1,8_2,si,0.4549832344055176
1,16_2,si,0.45806074142456055
1,8_1,no,0.40530991554260254
1,8_2,no,0.45343708992004395
1,16_2,no,0.45800113677978516
2,8_1,si,1.7016687393188477
2,8_2,si,1.8741803169250488
2,16_2,si,1.8890573978424072
2,8_1,no,1.6956207752227783
2,8_2,no,1.866424322128296
2,16_2,no,1.9051828384399414
3,8_1,si,3.789294958114624
3,8_2,si,4.298908233642578
3,16_2,si,4.394131183624268
3,8_1,no,3.82558536529541
3,8_2,no,4.280490875244141
3,16_2,no,4.327484369277954
4,8_1,si,6.786048412322998
4,8_2,si,7.608516454696655
4,16_2,si,7.6416215896606445
4,8_1,no,6.812788963317871
4,8_2,no,7.606782913208008
4,16_2,no,7.686781883239746
