tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.40988802909851074
1,8_2,si,0.4532961845397949
1,16_2,si,0.4553365707397461
1,8_1,no,0.40650177001953125
1,8_2,no,0.4555201530456543
1,16_2,no,0.4565298557281494
2,8_1,si,1.6720714569091797
2,8_2,si,1.8696815967559814
2,16_2,si,1.8802525997161865
2,8_1,no,1.680086374282837
2,8_2,no,1.9054086208343506
2,16_2,no,1.9281866550445557
3,8_1,si,3.840282678604126
3,8_2,si,4.252435684204102
3,16_2,si,4.297311544418335
3,8_1,no,3.8466145992279053
3,8_2,no,4.335354804992676
3,16_2,no,4.3202714920043945
4,8_1,si,6.835269451141357
4,8_2,si,7.6746666431427
4,16_2,si,7.629436254501343
4,8_1,no,6.837679386138916
4,8_2,no,7.647577285766602
4,16_2,no,7.769233226776123
