tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.4046051502227783
1,8_2,si,0.4527435302734375
1,16_2,si,0.4560692310333252
1,8_1,no,0.40258359909057617
1,8_2,no,0.45247650146484375
1,16_2,no,0.45873332023620605
2,8_1,si,1.6667940616607666
2,8_2,si,1.8736906051635742
2,16_2,si,1.8822283744812012
2,8_1,no,1.676260232925415
2,8_2,no,1.869105339050293
2,16_2,no,1.8911707401275635
3,8_1,si,3.791978120803833
3,8_2,si,4.249976634979248
3,16_2,si,4.293220043182373
3,8_1,no,3.8157243728637695
3,8_2,no,4.247448682785034
3,16_2,no,4.318308591842651
4,8_1,si,6.887017488479614
4,8_2,si,7.709105730056763
4,16_2,si,7.706632137298584
4,8_1,no,6.887101411819458
4,8_2,no,7.727707624435425
4,16_2,no,7.77498722076416
