tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.4079105854034424
1,8_2,si,0.4591948986053467
1,16_2,si,0.4671623706817627
1,8_1,no,0.4087553024291992
1,8_2,no,0.4613149166107178
1,16_2,no,0.4681105613708496
2,8_1,si,1.6991088390350342
2,8_2,si,1.9109241962432861
2,16_2,si,1.9306621551513672
2,8_1,no,1.713749647140503
2,8_2,no,1.915309190750122
2,16_2,no,1.9319822788238525
3,8_1,si,3.8643064498901367
3,8_2,si,4.33410382270813
3,16_2,si,4.315816879272461
3,8_1,no,3.85050630569458
3,8_2,no,4.330376625061035
3,16_2,no,4.372206687927246
4,8_1,si,6.861961364746094
4,8_2,si,7.73340916633606
4,16_2,si,7.739612579345703
4,8_1,no,6.901490926742554
4,8_2,no,7.765411853790283
4,16_2,no,7.783226013183594
