tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.41063475608825684
1,8_2,si,0.46260905265808105
1,16_2,si,0.46425604820251465
1,8_1,no,0.4081861972808838
1,8_2,no,0.4601626396179199
1,16_2,no,0.4698314666748047
2,8_1,si,1.6998419761657715
2,8_2,si,1.9138274192810059
2,16_2,si,1.9288201332092285
2,8_1,no,1.705782175064087
2,8_2,no,1.9152226448059082
2,16_2,no,1.9395253658294678
3,8_1,si,3.8712565898895264
3,8_2,si,4.318723917007446
3,16_2,si,4.337612867355347
3,8_1,no,3.865246534347534
3,8_2,no,4.323469877243042
3,16_2,no,4.367955684661865
4,8_1,si,6.818868637084961
4,8_2,si,7.727539777755737
4,16_2,si,7.738461494445801
4,8_1,no,6.85648250579834
4,8_2,no,7.716204643249512
4,16_2,no,7.77945613861084
