tamanho,algoritmo,localidad,tiempo
1,8_1,si,0.40596699714660645
1,8_2,si,0.45025181770324707
1,16_2,si,0.4554474353790283
1,8_1,no,0.40396714210510254
1,8_2,no,0.4504666328430176
1,16_2,no,0.4563889503479004
2,8_1,si,1.646766185760498
2,8_2,si,1.867737054824829
2,16_2,si,1.886817216873169
2,8_1,no,1.669405221939087
2,8_2,no,1.8593366146087646
2,16_2,no,1.8769445419311523
3,8_1,si,3.793764114379883
3,8_2,si,4.206782579421997
3,16_2,si,4.23194694519043
3,8_1,no,3.748328924179077
3,8_2,no,4.258004426956177
3,16_2,no,4.372168302536011
4,8_1,si,6.784414291381836
4,8_2,si,7.574875354766846
4,16_2,si,7.616278171539307
4,8_1,no,6.831884384155273
4,8_2,no,7.627580642700195
4,16_2,no,7.6775102615356445
